ts,id,x,y,z
47:36.0,4512,106.002282,29.357557,350.29683
53:54.0,4512,106.002266,29.357561,350.29694
00:12.0,4512,106.00225,29.357565,350.297051
06:30.0,4512,106.002234,29.357569,350.297162
12:48.0,4512,106.002219,29.357573,350.297272
19:06.0,4512,106.002203,29.357576,350.297383
25:24.0,4512,106.002187,29.35758,350.297494
31:42.0,4512,106.002171,29.357584,350.297604
38:00.0,4512,106.002155,29.357588,350.297715
44:18.0,4512,106.00214,29.357592,350.297826
50:36.0,4512,106.002124,29.357596,350.297937
56:54.0,4512,106.002108,29.3576,350.298047
03:12.0,4512,106.002092,29.357604,350.298158
57:06.0,8105,105.9876,29.391935,461.62716
03:12.0,8105,105.987615,29.391905,461.599428
09:18.0,8105,105.987631,29.391874,461.571695
15:24.0,8105,105.987646,29.391843,461.543963
21:30.0,8105,105.987661,29.391813,461.51623
27:36.0,8105,105.987677,29.391782,461.488498
33:42.0,8105,105.987692,29.391752,461.460765
39:48.0,8105,105.987707,29.391721,461.433033
45:54.0,8105,105.987723,29.391691,461.4053
52:00.0,8105,105.987738,29.39166,461.377567
58:06.0,8105,105.987753,29.391629,461.349835
04:12.0,8105,105.987769,29.391599,461.322102
10:18.0,8105,105.987784,29.391568,461.29437
16:24.0,8105,105.987799,29.391538,461.266637
22:30.0,8105,105.987815,29.391507,461.238905
38:54.0,2918,105.991864,29.35194,393.006496
45:06.0,2918,105.99219,29.352263,392.86256
51:18.0,2918,105.992516,29.352585,392.718625
57:30.0,2918,105.992841,29.352908,392.57469
03:42.0,2918,105.993167,29.35323,392.430754
09:54.0,2918,105.993493,29.353553,392.286819
16:06.0,2918,105.993818,29.353875,392.142883
22:18.0,2918,105.994144,29.354198,391.998948
28:30.0,2918,105.99447,29.35452,391.855013
34:42.0,2918,105.994795,29.354843,391.711077
40:54.0,2918,105.995121,29.355165,391.567142
47:06.0,2918,105.995447,29.355488,391.423206
53:18.0,2918,105.995772,29.35581,391.279271
59:30.0,2918,105.996098,29.356133,391.135336
05:42.0,2918,105.996423,29.356455,390.9914
48:54.0,5996,106.002916,29.351748,348.155036
55:06.0,5996,106.002928,29.351762,348.154831
01:18.0,5996,106.00294,29.351777,348.154625
07:30.0,5996,106.002952,29.351791,348.154419
13:42.0,5996,106.002964,29.351806,348.154214
19:54.0,5996,106.002976,29.35182,348.154008
26:06.0,5996,106.002988,29.351835,348.153802
32:18.0,5996,106.003,29.35185,348.153597
38:30.0,5996,106.003011,29.351864,348.153391
44:42.0,5996,106.003023,29.351879,348.153185
50:54.0,5996,106.003035,29.351893,348.15298
57:06.0,5996,106.003047,29.351908,348.152774
03:18.0,5996,106.003059,29.351923,348.152568
09:30.0,5996,106.003071,29.351937,348.152363
15:42.0,5996,106.003083,29.351952,348.152157
53:12.0,1812,106.024882,29.355318,410.694632
59:24.0,1812,106.024874,29.355318,410.694416
05:36.0,1812,106.024866,29.355319,410.6942
11:48.0,1812,106.024858,29.355319,410.693984
18:00.0,1812,106.02485,29.35532,410.693768
24:12.0,1812,106.024842,29.35532,410.693552
30:24.0,1812,106.024834,29.355321,410.693336
36:36.0,1812,106.024826,29.355321,410.69312
42:48.0,1812,106.024818,29.355322,410.692905
49:00.0,1812,106.02481,29.355322,410.692689
55:12.0,1812,106.024802,29.355323,410.692473
01:24.0,1812,106.024794,29.355323,410.692257
07:36.0,1812,106.024786,29.355324,410.692041
13:48.0,1812,106.024778,29.355324,410.691825
20:00.0,1812,106.02477,29.355325,410.691609
44:42.0,2786,105.989491,29.348326,385.852184
51:00.0,2786,105.98961,29.348382,385.8482
57:18.0,2786,105.989729,29.348438,385.844215
03:36.0,2786,105.989848,29.348494,385.840231
09:54.0,2786,105.989967,29.34855,385.836246
16:12.0,2786,105.990086,29.348606,385.832262
22:30.0,2786,105.990205,29.348661,385.828277
28:48.0,2786,105.990324,29.348717,385.824293
35:06.0,2786,105.990444,29.348773,385.820308
41:24.0,2786,105.990563,29.348829,385.816324
47:42.0,2786,105.990682,29.348885,385.812339
54:00.0,2786,105.990801,29.348941,385.808355
00:18.0,2786,105.99092,29.348997,385.80437
06:36.0,2786,105.991039,29.349053,385.800386
12:54.0,2786,105.991158,29.349109,385.796401
51:36.0,56,105.992547,29.35298,393.290935
57:48.0,56,105.992661,29.353328,391.421126
04:00.0,56,105.992775,29.353677,389.551318
10:12.0,56,105.992889,29.354025,387.681509
16:24.0,56,105.993003,29.354373,385.811701
22:36.0,56,105.993117,29.354721,383.941892
28:48.0,56,105.993231,29.355069,382.072084
35:00.0,56,105.993345,29.355417,380.202275
41:12.0,56,105.993459,29.355766,378.332467
47:24.0,56,105.993573,29.356114,376.462658
53:36.0,56,105.993687,29.356462,374.59285
59:48.0,56,105.993801,29.35681,372.723041
06:00.0,56,105.993915,29.357158,370.853233
12:12.0,56,105.994029,29.357506,368.983424
18:24.0,56,105.994143,29.357854,367.113616
53:06.0,2872,106.007833,29.367348,346.894741
59:24.0,2872,106.007832,29.367342,346.894622
05:42.0,2872,106.007831,29.367337,346.894503
12:00.0,2872,106.007831,29.367331,346.894383
18:18.0,2872,106.00783,29.367326,346.894264
24:36.0,2872,106.00783,29.36732,346.894145
30:54.0,2872,106.007829,29.367314,346.894026
37:12.0,2872,106.007829,29.367309,346.893906
43:30.0,2872,106.007828,29.367303,346.893787
49:48.0,2872,106.007828,29.367297,346.893668
56:06.0,2872,106.007827,29.367292,346.893548
02:24.0,2872,106.007827,29.367286,346.893429
08:42.0,2872,106.007826,29.367281,346.89331
15:00.0,2872,106.007826,29.367275,346.89319
21:18.0,2872,106.007825,29.367269,346.893071
58:18.0,8942,105.979963,29.337755,423.084684
04:30.0,8942,105.979967,29.337715,422.749932
10:42.0,8942,105.979971,29.337676,422.415179
16:54.0,8942,105.979975,29.337636,422.080427
23:06.0,8942,105.979979,29.337596,421.745674
29:18.0,8942,105.979984,29.337556,421.410922
35:30.0,8942,105.979988,29.337516,421.076169
41:42.0,8942,105.979992,29.337477,420.741417
47:54.0,8942,105.979996,29.337437,420.406664
54:06.0,8942,105.98,29.337397,420.071912
00:18.0,8942,105.980004,29.337357,419.73716
06:30.0,8942,105.980008,29.337318,419.402407
12:42.0,8942,105.980013,29.337278,419.067655
18:54.0,8942,105.980017,29.337238,418.732902
25:06.0,8942,105.980021,29.337198,418.39815
04:00.0,4099,106.011523,29.357669,338.140402
10:12.0,4099,106.011417,29.357646,337.562963
16:24.0,4099,106.011312,29.357622,336.985525
22:36.0,4099,106.011207,29.357599,336.408086
28:48.0,4099,106.011102,29.357575,335.830647
35:00.0,4099,106.010996,29.357551,335.253208
41:12.0,4099,106.010891,29.357528,334.67577
47:24.0,4099,106.010786,29.357504,334.098331
53:36.0,4099,106.01068,29.357481,333.520892
59:48.0,4099,106.010575,29.357457,332.943453
06:00.0,4099,106.01047,29.357434,332.366015
12:12.0,4099,106.010365,29.35741,331.788576
18:24.0,4099,106.010259,29.357386,331.211137
24:36.0,4099,106.010154,29.357363,330.633698
30:48.0,4099,106.010049,29.357339,330.05626
58:18.0,7137,106.005187,29.363923,389.673358
04:30.0,7137,106.005184,29.363937,389.673572
10:42.0,7137,106.005181,29.363952,389.673786
16:54.0,7137,106.005178,29.363966,389.674
23:06.0,7137,106.005175,29.363981,389.674215
29:18.0,7137,106.005172,29.363995,389.674429
35:30.0,7137,106.005169,29.36401,389.674643
41:42.0,7137,106.005166,29.364024,389.674857
47:54.0,7137,106.005163,29.364039,389.675072
54:06.0,7137,106.00516,29.364053,389.675286
00:18.0,7137,106.005157,29.364067,389.6755
06:30.0,7137,106.005154,29.364082,389.675715
12:42.0,7137,106.00515,29.364096,389.675929
18:54.0,7137,106.005147,29.364111,389.676143
25:06.0,7137,106.005144,29.364125,389.676357
54:48.0,2475,105.983638,29.369099,427.143884
01:00.0,2475,105.983664,29.369085,427.142663
07:12.0,2475,105.983689,29.369071,427.141442
13:24.0,2475,105.983715,29.369057,427.140221
19:36.0,2475,105.983741,29.369043,427.139
25:48.0,2475,105.983766,29.369029,427.137779
32:00.0,2475,105.983792,29.369015,427.136558
38:12.0,2475,105.983818,29.369001,427.135337
44:24.0,2475,105.983843,29.368987,427.134116
50:36.0,2475,105.983869,29.368973,427.132895
56:48.0,2475,105.983894,29.368959,427.131674
03:00.0,2475,105.98392,29.368945,427.130453
09:12.0,2475,105.983946,29.368931,427.129232
15:24.0,2475,105.983971,29.368917,427.128011
21:36.0,2475,105.983997,29.368903,427.12679
56:12.0,1355,105.983578,29.342194,409.1839
02:24.0,1355,105.986488,29.342565,392.062524
08:36.0,1355,105.989397,29.342936,374.941149
14:48.0,1355,105.992307,29.343307,357.819773
21:00.0,1355,105.995217,29.343678,340.698398
27:12.0,1355,105.998126,29.344049,323.577022
33:24.0,1355,106.001036,29.344421,306.455647
39:36.0,1355,106.003946,29.344792,289.334271
45:48.0,1355,106.006855,29.345163,272.212896
52:00.0,1355,106.009765,29.345534,255.09152
58:12.0,1355,106.012675,29.345905,237.970145
04:24.0,1355,106.015585,29.346277,220.848769
10:36.0,1355,106.018494,29.346648,203.727394
16:48.0,1355,106.021404,29.347019,186.606018
23:00.0,1355,106.024314,29.34739,169.484643
04:54.0,7476,106.000607,29.341017,411.85356
11:12.0,7476,106.000653,29.340969,412.758833
17:30.0,7476,106.000699,29.340921,413.664105
23:48.0,7476,106.000745,29.340873,414.569377
30:06.0,7476,106.000792,29.340825,415.47465
36:24.0,7476,106.000838,29.340777,416.379922
42:42.0,7476,106.000884,29.340729,417.285195
49:00.0,7476,106.000931,29.340681,418.190467
55:18.0,7476,106.000977,29.340633,419.09574
01:36.0,7476,106.001023,29.340585,420.001012
07:54.0,7476,106.001069,29.340537,420.906284
14:12.0,7476,106.001116,29.340489,421.811557
20:30.0,7476,106.001162,29.340441,422.716829
26:48.0,7476,106.001208,29.340394,423.622102
33:06.0,7476,106.001255,29.340346,424.527374
09:00.0,1564,105.993905,29.348951,396.623449
15:18.0,1564,105.993883,29.348939,396.624029
21:36.0,1564,105.993862,29.348926,396.624609
27:54.0,1564,105.99384,29.348914,396.625189
34:12.0,1564,105.993819,29.348901,396.62577
40:30.0,1564,105.993798,29.348889,396.62635
46:48.0,1564,105.993776,29.348876,396.62693
53:06.0,1564,105.993755,29.348864,396.62751
59:24.0,1564,105.993734,29.348851,396.62809
05:42.0,1564,105.993712,29.348839,396.62867
12:00.0,1564,105.993691,29.348827,396.62925
18:18.0,1564,105.99367,29.348814,396.62983
24:36.0,1564,105.993648,29.348802,396.63041
30:54.0,1564,105.993627,29.348789,396.63099
37:12.0,1564,105.993605,29.348777,396.63157
01:00.0,6007,106.007439,29.372121,369.883187
07:12.0,6007,106.007365,29.37202,368.837192
13:24.0,6007,106.007292,29.37192,367.791196
19:36.0,6007,106.007219,29.371819,366.745201
25:48.0,6007,106.007145,29.371719,365.699206
32:00.0,6007,106.007072,29.371618,364.653211
38:12.0,6007,106.006998,29.371518,363.607215
44:24.0,6007,106.006925,29.371418,362.56122
50:36.0,6007,106.006851,29.371317,361.515225
56:48.0,6007,106.006778,29.371217,360.469229
03:00.0,6007,106.006705,29.371116,359.423234
09:12.0,6007,106.006631,29.371016,358.377239
15:24.0,6007,106.006558,29.370915,357.331243
21:36.0,6007,106.006484,29.370815,356.285248
27:48.0,6007,106.006411,29.370714,355.239253
09:24.0,9686,105.992128,29.364117,356.455411
15:36.0,9686,105.991831,29.364224,352.205661
21:48.0,9686,105.991535,29.364331,347.955911
28:00.0,9686,105.991238,29.364439,343.706161
34:12.0,9686,105.990941,29.364546,339.456411
40:24.0,9686,105.990645,29.364653,335.206661
46:36.0,9686,105.990348,29.36476,330.956911
52:48.0,9686,105.990051,29.364867,326.70716
59:00.0,9686,105.989755,29.364974,322.45741
05:12.0,9686,105.989458,29.365081,318.20766
11:24.0,9686,105.989161,29.365188,313.95791
17:36.0,9686,105.988865,29.365295,309.70816
23:48.0,9686,105.988568,29.365402,305.45841
30:00.0,9686,105.988271,29.365509,301.20866
36:12.0,9686,105.987975,29.365616,296.95891
09:00.0,247,106.012867,29.359984,341.510361
15:18.0,247,106.012862,29.359981,341.510292
21:36.0,247,106.012857,29.359978,341.510223
27:54.0,247,106.012851,29.359975,341.510155
34:12.0,247,106.012846,29.359971,341.510086
40:30.0,247,106.012841,29.359968,341.510017
46:48.0,247,106.012835,29.359965,341.509948
53:06.0,247,106.01283,29.359962,341.509879
59:24.0,247,106.012825,29.359959,341.50981
05:42.0,247,106.01282,29.359956,341.509741
12:00.0,247,106.012814,29.359953,341.509672
18:18.0,247,106.012809,29.35995,341.509604
24:36.0,247,106.012804,29.359947,341.509535
30:54.0,247,106.012798,29.359944,341.509466
37:12.0,247,106.012793,29.359941,341.509397
07:30.0,7915,105.998997,29.345801,357.52755
13:42.0,7915,105.999,29.345805,357.527418
19:54.0,7915,105.999003,29.34581,357.527287
26:06.0,7915,105.999007,29.345814,357.527155
32:18.0,7915,105.99901,29.345819,357.527023
38:30.0,7915,105.999013,29.345823,357.526891
44:42.0,7915,105.999017,29.345828,357.526759
50:54.0,7915,105.99902,29.345832,357.526627
57:06.0,7915,105.999023,29.345837,357.526495
03:18.0,7915,105.999027,29.345842,357.526363
09:30.0,7915,105.99903,29.345846,357.526232
15:42.0,7915,105.999033,29.345851,357.5261
21:54.0,7915,105.999037,29.345855,357.525968
28:06.0,7915,105.99904,29.34586,357.525836
34:18.0,7915,105.999043,29.345864,357.525704
08:12.0,9002,105.99921,29.361818,359.318002
14:30.0,9002,105.999186,29.361835,359.318434
20:48.0,9002,105.999163,29.361851,359.318866
27:06.0,9002,105.999139,29.361868,359.319298
33:24.0,9002,105.999116,29.361885,359.31973
39:42.0,9002,105.999093,29.361901,359.320162
46:00.0,9002,105.999069,29.361918,359.320594
52:18.0,9002,105.999046,29.361935,359.321027
58:36.0,9002,105.999022,29.361951,359.321459
04:54.0,9002,105.998999,29.361968,359.321891
11:12.0,9002,105.998975,29.361984,359.322323
17:30.0,9002,105.998952,29.362001,359.322755
23:48.0,9002,105.998928,29.362018,359.323187
30:06.0,9002,105.998905,29.362034,359.323619
36:24.0,9002,105.998881,29.362051,359.324052
02:54.0,1711,105.985549,29.385011,431.022522
09:06.0,1711,105.985514,29.385059,431.026245
15:18.0,1711,105.985479,29.385106,431.029968
21:30.0,1711,105.985443,29.385154,431.033691
27:42.0,1711,105.985408,29.385201,431.037413
33:54.0,1711,105.985373,29.385249,431.041136
40:06.0,1711,105.985337,29.385296,431.044859
46:18.0,1711,105.985302,29.385344,431.048582
52:30.0,1711,105.985267,29.385391,431.052305
58:42.0,1711,105.985231,29.385439,431.056028
04:54.0,1711,105.985196,29.385486,431.059751
11:06.0,1711,105.985161,29.385534,431.063474
17:18.0,1711,105.985126,29.385581,431.067197
23:30.0,1711,105.98509,29.385629,431.070919
29:42.0,1711,105.985055,29.385676,431.074642
21:30.0,9991,105.994901,29.349431,364.292311
27:42.0,9991,105.9949,29.34943,364.292355
33:54.0,9991,105.994898,29.349429,364.292398
40:06.0,9991,105.994896,29.349428,364.292442
46:18.0,9991,105.994894,29.349427,364.292485
52:30.0,9991,105.994893,29.349426,364.292528
58:42.0,9991,105.994891,29.349425,364.292572
04:54.0,9991,105.994889,29.349424,364.292615
11:06.0,9991,105.994888,29.349423,364.292659
17:18.0,9991,105.994886,29.349422,364.292702
23:30.0,9991,105.994884,29.349421,364.292746
29:42.0,9991,105.994883,29.34942,364.292789
35:54.0,9991,105.994881,29.349419,364.292833
42:06.0,9991,105.994879,29.349418,364.292876
48:18.0,9991,105.994877,29.349417,364.292919
12:54.0,4532,106.007445,29.358152,365.844503
19:06.0,4532,106.007439,29.358137,365.844447
25:18.0,4532,106.007433,29.358122,365.844392
31:30.0,4532,106.007428,29.358107,365.844336
37:42.0,4532,106.007422,29.358092,365.844281
43:54.0,4532,106.007416,29.358077,365.844225
50:06.0,4532,106.00741,29.358063,365.844169
56:18.0,4532,106.007404,29.358048,365.844114
02:30.0,4532,106.007399,29.358033,365.844058
08:42.0,4532,106.007393,29.358018,365.844003
14:54.0,4532,106.007387,29.358003,365.843947
21:06.0,4532,106.007381,29.357988,365.843892
27:18.0,4532,106.007376,29.357974,365.843836
33:30.0,4532,106.00737,29.357959,365.84378
39:42.0,4532,106.007364,29.357944,365.843725
46:42.0,3079,105.998051,29.366889,309.165563
52:54.0,3079,105.998138,29.366821,308.997138
59:06.0,3079,105.998225,29.366752,308.828714
05:18.0,3079,105.998312,29.366684,308.660289
11:30.0,3079,105.998399,29.366615,308.491865
17:42.0,3079,105.998485,29.366547,308.32344
23:54.0,3079,105.998572,29.366478,308.155015
30:06.0,3079,105.998659,29.36641,307.986591
36:18.0,3079,105.998746,29.366342,307.818166
42:30.0,3079,105.998833,29.366273,307.649741
48:42.0,3079,105.99892,29.366205,307.481317
54:54.0,3079,105.999007,29.366136,307.312892
01:06.0,3079,105.999093,29.366068,307.144467
07:18.0,3079,105.99918,29.365999,306.976043
13:30.0,3079,105.999267,29.365931,306.807618
09:36.0,1807,106.002971,29.352135,397.616513
15:48.0,1807,106.002895,29.352001,397.964008
22:00.0,1807,106.002818,29.351866,398.311503
28:12.0,1807,106.002742,29.351731,398.658998
34:24.0,1807,106.002666,29.351597,399.006493
40:36.0,1807,106.00259,29.351462,399.353988
46:48.0,1807,106.002514,29.351327,399.701484
53:00.0,1807,106.002437,29.351193,400.048979
59:12.0,1807,106.002361,29.351058,400.396474
05:24.0,1807,106.002285,29.350924,400.743969
11:36.0,1807,106.002209,29.350789,401.091464
17:48.0,1807,106.002133,29.350654,401.438959
24:00.0,1807,106.002056,29.35052,401.786454
30:12.0,1807,106.00198,29.350385,402.13395
36:24.0,1807,106.001904,29.35025,402.481445
11:36.0,2506,105.988132,29.358616,369.749485
17:48.0,2506,105.988165,29.358613,369.748564
24:00.0,2506,105.988198,29.358609,369.747643
30:12.0,2506,105.988231,29.358605,369.746723
36:24.0,2506,105.988263,29.358601,369.745802
42:36.0,2506,105.988296,29.358597,369.744881
48:48.0,2506,105.988329,29.358594,369.743961
55:00.0,2506,105.988362,29.35859,369.74304
01:12.0,2506,105.988395,29.358586,369.742119
07:24.0,2506,105.988427,29.358582,369.741199
13:36.0,2506,105.98846,29.358578,369.740278
19:48.0,2506,105.988493,29.358575,369.739357
26:00.0,2506,105.988526,29.358571,369.738436
32:12.0,2506,105.988558,29.358567,369.737516
38:24.0,2506,105.988591,29.358563,369.736595
46:36.0,2493,106.000466,29.35676,364.264986
52:48.0,2493,106.000532,29.356758,364.217469
59:00.0,2493,106.000598,29.356757,364.169952
05:12.0,2493,106.000664,29.356755,364.122435
11:24.0,2493,106.00073,29.356754,364.074919
17:36.0,2493,106.000796,29.356752,364.027402
23:48.0,2493,106.000862,29.35675,363.979885
30:00.0,2493,106.000928,29.356749,363.932368
36:12.0,2493,106.000994,29.356747,363.884851
42:24.0,2493,106.00106,29.356746,363.837334
48:36.0,2493,106.001126,29.356744,363.789817
54:48.0,2493,106.001192,29.356742,363.7423
01:00.0,2493,106.001258,29.356741,363.694783
07:12.0,2493,106.001324,29.356739,363.647266
13:24.0,2493,106.00139,29.356737,363.599749
48:54.0,2633,105.988265,29.358531,384.648459
55:06.0,2633,105.984843,29.357778,388.896398
01:18.0,2633,105.98142,29.357026,393.144336
07:30.0,2633,105.977998,29.356273,397.392275
13:42.0,2633,105.974575,29.355521,401.640214
19:54.0,2633,105.971153,29.354768,405.888153
26:06.0,2633,105.967731,29.354016,410.136092
32:18.0,2633,105.964308,29.353263,414.384031
38:30.0,2633,105.960886,29.352511,418.631969
44:42.0,2633,105.957463,29.351758,422.879908
50:54.0,2633,105.954041,29.351006,427.127847
57:06.0,2633,105.950618,29.350253,431.375786
03:18.0,2633,105.947196,29.349501,435.623725
09:30.0,2633,105.943773,29.348748,439.871664
15:42.0,2633,105.940351,29.347996,444.119602
05:36.0,5871,106.012088,29.358392,343.060233
11:48.0,5871,106.012151,29.358415,343.053604
18:00.0,5871,106.012213,29.358438,343.046976
24:12.0,5871,106.012275,29.358461,343.040347
30:24.0,5871,106.012337,29.358484,343.033719
36:36.0,5871,106.0124,29.358507,343.02709
42:48.0,5871,106.012462,29.35853,343.020462
49:00.0,5871,106.012524,29.358553,343.013833
55:12.0,5871,106.012586,29.358576,343.007204
01:24.0,5871,106.012649,29.358599,343.000576
07:36.0,5871,106.012711,29.358622,342.993947
13:48.0,5871,106.012773,29.358645,342.987319
20:00.0,5871,106.012835,29.358668,342.98069
26:12.0,5871,106.012898,29.358691,342.974062
32:24.0,5871,106.01296,29.358714,342.967433
41:30.0,4520,106.000169,29.355714,347.025192
47:42.0,4520,106.000171,29.355714,347.025172
53:54.0,4520,106.000173,29.355714,347.025152
00:06.0,4520,106.000175,29.355714,347.025131
06:18.0,4520,106.000177,29.355714,347.025111
12:30.0,4520,106.000179,29.355715,347.025091
18:42.0,4520,106.000181,29.355715,347.025071
24:54.0,4520,106.000183,29.355715,347.025051
31:06.0,4520,106.000185,29.355715,347.02503
37:18.0,4520,106.000187,29.355716,347.02501
43:30.0,4520,106.000189,29.355716,347.02499
49:42.0,4520,106.000191,29.355716,347.02497
55:54.0,4520,106.000193,29.355716,347.02495
02:06.0,4520,106.000195,29.355717,347.02493
08:18.0,4520,106.000197,29.355717,347.024909
16:24.0,2252,105.991037,29.368577,367.842166
22:36.0,2252,105.991003,29.368592,368.009078
28:48.0,2252,105.99097,29.368608,368.175991
35:00.0,2252,105.990936,29.368623,368.342903
41:12.0,2252,105.990902,29.368639,368.509816
47:24.0,2252,105.990868,29.368655,368.676728
53:36.0,2252,105.990835,29.36867,368.843641
59:48.0,2252,105.990801,29.368686,369.010553
06:00.0,2252,105.990767,29.368702,369.177466
12:12.0,2252,105.990733,29.368717,369.344378
18:24.0,2252,105.9907,29.368733,369.51129
24:36.0,2252,105.990666,29.368748,369.678203
30:48.0,2252,105.990632,29.368764,369.845115
37:00.0,2252,105.990599,29.36878,370.012028
43:12.0,2252,105.990565,29.368795,370.17894
57:30.0,2917,105.990257,29.367836,963.50514
03:42.0,2917,105.989951,29.36788,967.723481
09:54.0,2917,105.989645,29.367924,971.941822
16:06.0,2917,105.989339,29.367968,976.160163
22:18.0,2917,105.989034,29.368012,980.378504
28:30.0,2917,105.988728,29.368056,984.596845
34:42.0,2917,105.988422,29.368101,988.815187
40:54.0,2917,105.988116,29.368145,993.033528
47:06.0,2917,105.98781,29.368189,997.251869
53:18.0,2917,105.987504,29.368233,1001.47021
59:30.0,2917,105.987198,29.368277,1005.688551
05:42.0,2917,105.986892,29.368321,1009.906892
11:54.0,2917,105.986586,29.368365,1014.125233
18:06.0,2917,105.98628,29.36841,1018.343574
24:18.0,2917,105.985975,29.368454,1022.561915
46:00.0,7278,105.993232,29.369405,414.773217
52:18.0,7278,105.993193,29.369443,414.774924
58:36.0,7278,105.993153,29.369481,414.776632
04:54.0,7278,105.993113,29.369519,414.77834
11:12.0,7278,105.993074,29.369557,414.780047
17:30.0,7278,105.993034,29.369594,414.781755
23:48.0,7278,105.992994,29.369632,414.783462
30:06.0,7278,105.992954,29.36967,414.78517
36:24.0,7278,105.992915,29.369708,414.786878
42:42.0,7278,105.992875,29.369746,414.788585
49:00.0,7278,105.992835,29.369784,414.790293
55:18.0,7278,105.992796,29.369822,414.792001
01:36.0,7278,105.992756,29.36986,414.793708
07:54.0,7278,105.992716,29.369898,414.795416
14:12.0,7278,105.992676,29.369936,414.797124
55:30.0,71,106.014365,29.358858,369.076961
01:42.0,71,106.014418,29.358862,370.019415
07:54.0,71,106.014471,29.358865,370.961868
14:06.0,71,106.014524,29.358869,371.904322
20:18.0,71,106.014577,29.358872,372.846775
26:30.0,71,106.01463,29.358876,373.789228
32:42.0,71,106.014683,29.358879,374.731682
38:54.0,71,106.014736,29.358883,375.674135
45:06.0,71,106.014788,29.358886,376.616589
51:18.0,71,106.014841,29.35889,377.559042
57:30.0,71,106.014894,29.358893,378.501496
03:42.0,71,106.014947,29.358897,379.443949
09:54.0,71,106.015,29.3589,380.386403
16:06.0,71,106.015053,29.358904,381.328856
22:18.0,71,106.015106,29.358907,382.271309
40:30.0,8013,106.001602,29.354091,348.840354
46:42.0,8013,106.001605,29.354092,348.840326
52:54.0,8013,106.001608,29.354094,348.840297
59:06.0,8013,106.001611,29.354095,348.840269
05:18.0,8013,106.001614,29.354096,348.84024
11:30.0,8013,106.001617,29.354098,348.840211
17:42.0,8013,106.00162,29.354099,348.840183
23:54.0,8013,106.001622,29.3541,348.840154
30:06.0,8013,106.001625,29.354102,348.840126
36:18.0,8013,106.001628,29.354103,348.840097
42:30.0,8013,106.001631,29.354104,348.840068
48:42.0,8013,106.001634,29.354106,348.84004
54:54.0,8013,106.001637,29.354107,348.840011
01:06.0,8013,106.00164,29.354108,348.839983
07:18.0,8013,106.001643,29.35411,348.839954
51:12.0,7114,106.001915,29.362333,344.676535
57:24.0,7114,106.003016,29.362227,342.191128
03:36.0,7114,106.004118,29.36212,339.705721
09:48.0,7114,106.005219,29.362014,337.220313
16:00.0,7114,106.006321,29.361907,334.734906
22:12.0,7114,106.007422,29.361801,332.249499
28:24.0,7114,106.008523,29.361695,329.764092
34:36.0,7114,106.009625,29.361588,327.278685
40:48.0,7114,106.010726,29.361482,324.793278
47:00.0,7114,106.011828,29.361375,322.307871
53:12.0,7114,106.012929,29.361269,319.822464
59:24.0,7114,106.01403,29.361162,317.337057
05:36.0,7114,106.015132,29.361056,314.85165
11:48.0,7114,106.016233,29.360949,312.366243
18:00.0,7114,106.017335,29.360843,309.880835
35:06.0,1421,105.996587,29.390197,422.763849
41:18.0,1421,105.996595,29.39017,422.761936
47:30.0,1421,105.996603,29.390142,422.760023
53:42.0,1421,105.996612,29.390115,422.75811
59:54.0,1421,105.99662,29.390088,422.756197
06:06.0,1421,105.996628,29.39006,422.754284
12:18.0,1421,105.996637,29.390033,422.752371
18:30.0,1421,105.996645,29.390006,422.750458
24:42.0,1421,105.996653,29.389978,422.748545
30:54.0,1421,105.996661,29.389951,422.746632
37:06.0,1421,105.99667,29.389923,422.74472
43:18.0,1421,105.996678,29.389896,422.742807
49:30.0,1421,105.996686,29.389869,422.740894
55:42.0,1421,105.996694,29.389841,422.738981
01:54.0,1421,105.996703,29.389814,422.737068
41:48.0,9496,106.006209,29.36402,401.022821
48:00.0,9496,106.006208,29.364027,401.022937
54:12.0,9496,106.006208,29.364035,401.023052
00:24.0,9496,106.006207,29.364043,401.023167
06:36.0,9496,106.006206,29.364051,401.023283
12:48.0,9496,106.006206,29.364059,401.023398
19:00.0,9496,106.006205,29.364067,401.023514
25:12.0,9496,106.006205,29.364075,401.023629
31:24.0,9496,106.006204,29.364083,401.023745
37:36.0,9496,106.006203,29.36409,401.02386
43:48.0,9496,106.006203,29.364098,401.023976
50:00.0,9496,106.006202,29.364106,401.024091
56:12.0,9496,106.006202,29.364114,401.024206
02:24.0,9496,106.006201,29.364122,401.024322
08:36.0,9496,106.0062,29.36413,401.024437
36:00.0,7046,106.007401,29.372231,368.426651
42:06.0,7046,106.007388,29.372051,368.474917
48:12.0,7046,106.007375,29.371871,368.523183
54:18.0,7046,106.007362,29.371691,368.571449
00:24.0,7046,106.00735,29.371511,368.619715
06:30.0,7046,106.007337,29.371332,368.667981
12:36.0,7046,106.007324,29.371152,368.716247
18:42.0,7046,106.007311,29.370972,368.764513
24:48.0,7046,106.007299,29.370792,368.812779
30:54.0,7046,106.007286,29.370612,368.861045
37:00.0,7046,106.007273,29.370432,368.909311
43:06.0,7046,106.00726,29.370252,368.957577
49:12.0,7046,106.007247,29.370072,369.005843
55:18.0,7046,106.007235,29.369892,369.054109
01:24.0,7046,106.007222,29.369712,369.102375
21:30.0,87,106.002039,29.358727,343.712212
