ts,id,x,y,z
36:00.0,6651,106.01503,29.362648,355.186224
42:12.0,6651,106.015007,29.362579,355.55359
48:24.0,6651,106.014984,29.362511,355.920956
54:36.0,6651,106.014961,29.362442,356.288323
00:48.0,6651,106.014937,29.362374,356.655689
07:00.0,6651,106.014914,29.362305,357.023055
13:12.0,6651,106.014891,29.362236,357.390422
19:24.0,6651,106.014868,29.362168,357.757788
25:36.0,6651,106.014844,29.362099,358.125154
31:48.0,6651,106.014821,29.362031,358.492521
42:24.0,7970,106.005254,29.358527,376.118792
48:36.0,7970,106.005246,29.358538,376.118854
54:48.0,7970,106.005237,29.358549,376.118916
01:00.0,7970,106.005229,29.358561,376.118978
07:12.0,7970,106.005221,29.358572,376.11904
13:24.0,7970,106.005212,29.358584,376.119102
19:36.0,7970,106.005204,29.358595,376.119164
25:48.0,7970,106.005195,29.358606,376.119226
32:00.0,7970,106.005187,29.358618,376.119289
38:12.0,7970,106.005179,29.358629,376.119351
44:24.0,7970,106.00517,29.358641,376.119413
50:36.0,7970,106.005162,29.358652,376.119475
56:48.0,7970,106.005153,29.358663,376.119537
03:00.0,7970,106.005145,29.358675,376.119599
09:12.0,7970,106.005137,29.358686,376.119661
50:42.0,7692,105.982571,29.355446,435.871098
56:54.0,7692,105.982503,29.355562,440.292818
03:06.0,7692,105.982435,29.355677,444.714538
09:18.0,7692,105.982367,29.355792,449.136259
15:30.0,7692,105.982299,29.355908,453.557979
21:42.0,7692,105.982231,29.356023,457.979699
27:54.0,7692,105.982163,29.356138,462.40142
34:06.0,7692,105.982095,29.356254,466.82314
40:18.0,7692,105.982027,29.356369,471.244861
46:30.0,7692,105.981959,29.356484,475.666581
52:42.0,7692,105.981892,29.3566,480.088301
58:54.0,7692,105.981824,29.356715,484.510022
05:06.0,7692,105.981756,29.35683,488.931742
11:18.0,7692,105.981688,29.356946,493.353463
17:30.0,7692,105.98162,29.357061,497.775183
26:30.0,7534,105.987898,29.358471,363.140859
32:42.0,7534,105.987889,29.358314,363.054601
38:54.0,7534,105.98788,29.358157,362.968342
45:06.0,7534,105.987871,29.358,362.882083
51:18.0,7534,105.987863,29.357843,362.795825
57:30.0,7534,105.987854,29.357686,362.709566
03:42.0,7534,105.987845,29.357529,362.623307
09:54.0,7534,105.987837,29.357372,362.537049
16:06.0,7534,105.987828,29.357215,362.45079
22:18.0,7534,105.987819,29.357058,362.364531
28:30.0,7534,105.987811,29.356902,362.278273
34:42.0,7534,105.987802,29.356745,362.192014
40:54.0,7534,105.987793,29.356588,362.105755
47:06.0,7534,105.987784,29.356431,362.019496
53:18.0,7534,105.987776,29.356274,361.933238
41:00.0,6457,105.983253,29.370096,528.205024
47:12.0,6457,105.983228,29.37011,528.206298
53:24.0,6457,105.983202,29.370125,528.207572
59:36.0,6457,105.983177,29.37014,528.208847
05:48.0,6457,105.983151,29.370155,528.210121
12:00.0,6457,105.983126,29.37017,528.211395
18:12.0,6457,105.9831,29.370185,528.212669
24:24.0,6457,105.983074,29.370199,528.213943
30:36.0,6457,105.983049,29.370214,528.215217
36:48.0,6457,105.983023,29.370229,528.216491
43:00.0,6457,105.982998,29.370244,528.217766
49:12.0,6457,105.982972,29.370259,528.21904
55:24.0,6457,105.982947,29.370274,528.220314
01:36.0,6457,105.982921,29.370288,528.221588
07:48.0,6457,105.982895,29.370303,528.222862
36:12.0,670,105.985267,29.345087,393.48704
42:24.0,670,105.985898,29.344502,386.34397
48:36.0,670,105.986529,29.343917,379.2009
54:48.0,670,105.98716,29.343333,372.05783
01:00.0,670,105.987792,29.342748,364.91476
07:12.0,670,105.988423,29.342163,357.77169
13:24.0,670,105.989054,29.341578,350.62862
19:36.0,670,105.989685,29.340993,343.48555
25:48.0,670,105.990316,29.340408,336.34248
32:00.0,670,105.990947,29.339823,329.19941
38:12.0,670,105.991578,29.339238,322.05634
44:24.0,670,105.992209,29.338654,314.91327
50:36.0,670,105.99284,29.338069,307.7702
56:48.0,670,105.993471,29.337484,300.62713
03:00.0,670,105.994102,29.336899,293.48406
01:42.0,7333,105.96872,29.36177,521.634013
07:36.0,7333,105.968577,29.360685,504.671887
13:30.0,7333,105.968435,29.359601,487.70976
19:24.0,7333,105.968292,29.358516,470.747633
25:18.0,7333,105.96815,29.357431,453.785507
31:12.0,7333,105.968007,29.356347,436.82338
37:06.0,7333,105.967865,29.355262,419.861253
43:00.0,7333,105.967722,29.354177,402.899127
48:54.0,7333,105.96758,29.353092,385.937
54:48.0,7333,105.967437,29.352008,368.974873
00:42.0,7333,105.967295,29.350923,352.012747
06:36.0,7333,105.967152,29.349838,335.05062
12:30.0,7333,105.96701,29.348753,318.088493
18:24.0,7333,105.966867,29.347669,301.126366
24:18.0,7333,105.966725,29.346584,284.16424
59:06.0,2571,106.009727,29.361639,346.695306
05:18.0,2571,106.009733,29.36165,346.695445
11:30.0,2571,106.00974,29.361661,346.695584
17:42.0,2571,106.009746,29.361673,346.695723
23:54.0,2571,106.009753,29.361684,346.695862
30:06.0,2571,106.009759,29.361695,346.696001
36:18.0,2571,106.009765,29.361706,346.69614
42:30.0,2571,106.009772,29.361717,346.696279
48:42.0,2571,106.009778,29.361729,346.696418
54:54.0,2571,106.009784,29.36174,346.696557
01:06.0,2571,106.009791,29.361751,346.696696
07:18.0,2571,106.009797,29.361762,346.696835
13:30.0,2571,106.009804,29.361774,346.696974
19:42.0,2571,106.00981,29.361785,346.697113
25:54.0,2571,106.009816,29.361796,346.697252
04:00.0,4432,105.985906,29.358224,392.374087
10:12.0,4432,105.98589,29.358225,392.374595
16:24.0,4432,105.985873,29.358226,392.375103
22:36.0,4432,105.985857,29.358228,392.375611
28:48.0,4432,105.985841,29.358229,392.376119
35:00.0,4432,105.985824,29.35823,392.376627
41:12.0,4432,105.985808,29.358232,392.377135
47:24.0,4432,105.985792,29.358233,392.377643
53:36.0,4432,105.985775,29.358235,392.378151
59:48.0,4432,105.985759,29.358236,392.378659
06:00.0,4432,105.985742,29.358237,392.379167
12:12.0,4432,105.985726,29.358239,392.379675
18:24.0,4432,105.98571,29.35824,392.380183
24:36.0,4432,105.985693,29.358242,392.380691
30:48.0,4432,105.985677,29.358243,392.381199
04:30.0,1290,105.997177,29.361856,337.554814
11:00.0,1290,105.997328,29.36193,341.286977
17:30.0,1290,105.997478,29.362004,345.019141
24:00.0,1290,105.997629,29.362078,348.751304
30:30.0,1290,105.99778,29.362152,352.483468
37:00.0,1290,105.997931,29.362226,356.215631
43:30.0,1290,105.998081,29.3623,359.947794
50:00.0,1290,105.998232,29.362373,363.679958
56:30.0,1290,105.998383,29.362447,367.412121
03:00.0,1290,105.998534,29.362521,371.144284
09:30.0,1290,105.998684,29.362595,374.876448
16:00.0,1290,105.998835,29.362669,378.608611
22:30.0,1290,105.998986,29.362743,382.340774
29:00.0,1290,105.999137,29.362817,386.072938
35:30.0,1290,105.999287,29.36289,389.805101
01:24.0,1080,105.99668,29.369184,354.204738
07:30.0,1080,105.996668,29.369199,354.205296
13:36.0,1080,105.996656,29.369215,354.205853
19:42.0,1080,105.996644,29.36923,354.206411
25:48.0,1080,105.996632,29.369245,354.206969
31:54.0,1080,105.99662,29.369261,354.207527
38:00.0,1080,105.996607,29.369276,354.208085
44:06.0,1080,105.996595,29.369291,354.208643
50:12.0,1080,105.996583,29.369307,354.209201
56:18.0,1080,105.996571,29.369322,354.209759
02:24.0,1080,105.996559,29.369337,354.210316
08:30.0,1080,105.996546,29.369353,354.210874
14:36.0,1080,105.996534,29.369368,354.211432
20:42.0,1080,105.996522,29.369383,354.21199
26:48.0,1080,105.99651,29.369399,354.212548
00:30.0,538,105.99296,29.368092,379.599271
06:42.0,538,105.992943,29.368107,379.59996
12:54.0,538,105.992925,29.368122,379.60065
19:06.0,538,105.992908,29.368136,379.601339
25:18.0,538,105.99289,29.368151,379.602029
31:30.0,538,105.992873,29.368166,379.602718
37:42.0,538,105.992855,29.368181,379.603408
43:54.0,538,105.992837,29.368195,379.604097
50:06.0,538,105.99282,29.36821,379.604787
56:18.0,538,105.992802,29.368225,379.605476
02:30.0,538,105.992785,29.36824,379.606166
08:42.0,538,105.992767,29.368255,379.606855
14:54.0,538,105.99275,29.368269,379.607545
21:06.0,538,105.992732,29.368284,379.608234
27:18.0,538,105.992715,29.368299,379.608924
07:06.0,4518,106.015721,29.3638,349.341849
13:24.0,4518,106.015755,29.363695,348.521596
19:42.0,4518,106.015789,29.363591,347.701343
26:00.0,4518,106.015823,29.363487,346.88109
32:18.0,4518,106.015857,29.363383,346.060837
38:36.0,4518,106.015892,29.363279,345.240584
44:54.0,4518,106.015926,29.363174,344.420331
51:12.0,4518,106.01596,29.36307,343.600078
57:30.0,4518,106.015994,29.362966,342.779825
03:48.0,4518,106.016028,29.362862,341.959572
10:06.0,4518,106.016062,29.362758,341.139319
16:24.0,4518,106.016096,29.362654,340.319066
22:42.0,4518,106.01613,29.362549,339.498813
29:00.0,4518,106.016165,29.362445,338.67856
35:18.0,4518,106.016199,29.362341,337.858307
08:00.0,3506,105.989668,29.349485,357.598545
14:12.0,3506,105.989657,29.349481,357.598887
20:24.0,3506,105.989645,29.349476,357.599229
26:36.0,3506,105.989634,29.349472,357.599571
32:48.0,3506,105.989623,29.349467,357.599913
39:00.0,3506,105.989612,29.349463,357.600255
45:12.0,3506,105.989601,29.349458,357.600597
51:24.0,3506,105.98959,29.349454,357.600939
57:36.0,3506,105.989579,29.349449,357.601281
03:48.0,3506,105.989568,29.349445,357.601623
10:00.0,3506,105.989556,29.34944,357.601964
16:12.0,3506,105.989545,29.349436,357.602306
22:24.0,3506,105.989534,29.349431,357.602648
28:36.0,3506,105.989523,29.349427,357.60299
34:48.0,3506,105.989512,29.349422,357.603332
07:42.0,9040,106.003056,29.36183,346.820521
13:54.0,9040,106.00309,29.361782,346.819823
20:06.0,9040,106.003124,29.361733,346.819125
26:18.0,9040,106.003157,29.361685,346.818427
32:30.0,9040,106.003191,29.361636,346.817729
38:42.0,9040,106.003225,29.361588,346.817032
44:54.0,9040,106.003258,29.361539,346.816334
51:06.0,9040,106.003292,29.36149,346.815636
57:18.0,9040,106.003326,29.361442,346.814938
03:30.0,9040,106.003359,29.361393,346.81424
09:42.0,9040,106.003393,29.361345,346.813543
15:54.0,9040,106.003427,29.361296,346.812845
22:06.0,9040,106.00346,29.361247,346.812147
28:18.0,9040,106.003494,29.361199,346.811449
34:30.0,9040,106.003528,29.36115,346.810751
14:30.0,3663,105.974644,29.345544,443.074204
20:42.0,3663,105.97463,29.345539,443.074986
26:54.0,3663,105.974615,29.345534,443.075768
33:06.0,3663,105.974601,29.345529,443.07655
39:18.0,3663,105.974587,29.345524,443.077332
45:30.0,3663,105.974572,29.34552,443.078114
51:42.0,3663,105.974558,29.345515,443.078896
57:54.0,3663,105.974544,29.34551,443.079678
04:06.0,3663,105.974529,29.345505,443.08046
10:18.0,3663,105.974515,29.3455,443.081242
16:30.0,3663,105.974501,29.345495,443.082024
22:42.0,3663,105.974486,29.34549,443.082806
28:54.0,3663,105.974472,29.345486,443.083588
35:06.0,3663,105.974458,29.345481,443.08437
41:18.0,3663,105.974443,29.345476,443.085152
39:42.0,3131,105.99686,29.389659,424.966138
45:54.0,3131,105.996871,29.389596,424.945095
52:06.0,3131,105.996883,29.389533,424.924053
58:18.0,3131,105.996895,29.38947,424.903011
04:30.0,3131,105.996907,29.389407,424.881968
10:42.0,3131,105.996919,29.389344,424.860926
16:54.0,3131,105.996931,29.389281,424.839884
23:06.0,3131,105.996943,29.389217,424.818841
29:18.0,3131,105.996955,29.389154,424.797799
35:30.0,3131,105.996967,29.389091,424.776757
41:42.0,3131,105.996979,29.389028,424.755714
47:54.0,3131,105.996991,29.388965,424.734672
54:06.0,3131,105.997003,29.388902,424.71363
00:18.0,3131,105.997015,29.388839,424.692587
06:30.0,3131,105.997027,29.388776,424.671545
54:12.0,6506,105.99695,29.3929,436.192384
00:24.0,6506,105.996948,29.392958,436.146049
06:36.0,6506,105.996946,29.393017,436.099715
12:48.0,6506,105.996944,29.393075,436.053381
19:00.0,6506,105.996942,29.393133,436.007046
25:12.0,6506,105.99694,29.393192,435.960712
31:24.0,6506,105.996938,29.39325,435.914377
37:36.0,6506,105.996936,29.393308,435.868043
43:48.0,6506,105.996934,29.393366,435.821709
50:00.0,6506,105.996932,29.393425,435.775374
56:12.0,6506,105.99693,29.393483,435.72904
02:24.0,6506,105.996928,29.393541,435.682705
08:36.0,6506,105.996926,29.3936,435.636371
14:48.0,6506,105.996924,29.393658,435.590037
21:00.0,6506,105.996922,29.393716,435.543702
53:00.0,7213,106.006377,29.367825,353.87331
59:18.0,7213,106.006326,29.367812,355.290804
05:36.0,7213,106.006275,29.3678,356.708298
11:54.0,7213,106.006225,29.367787,358.125792
18:12.0,7213,106.006174,29.367774,359.543286
24:30.0,7213,106.006123,29.367761,360.96078
30:48.0,7213,106.006072,29.367749,362.378274
37:06.0,7213,106.006021,29.367736,363.795768
43:24.0,7213,106.00597,29.367723,365.213262
49:42.0,7213,106.00592,29.36771,366.630757
56:00.0,7213,106.005869,29.367698,368.048251
02:18.0,7213,106.005818,29.367685,369.465745
08:36.0,7213,106.005767,29.367672,370.883239
14:54.0,7213,106.005716,29.367659,372.300733
21:12.0,7213,106.005665,29.367647,373.718227
22:00.0,2953,105.976108,29.340958,416.758961
28:12.0,2953,105.976114,29.34096,416.297196
34:24.0,2953,105.97612,29.340962,415.83543
40:36.0,2953,105.976126,29.340964,415.373664
46:48.0,2953,105.976131,29.340966,414.911899
53:00.0,2953,105.976137,29.340968,414.450133
59:12.0,2953,105.976143,29.34097,413.988367
05:24.0,2953,105.976149,29.340972,413.526601
11:36.0,2953,105.976155,29.340974,413.064836
17:48.0,2953,105.976161,29.340977,412.60307
24:00.0,2953,105.976167,29.340979,412.141304
30:12.0,2953,105.976173,29.340981,411.679539
36:24.0,2953,105.976179,29.340983,411.217773
42:36.0,2953,105.976185,29.340985,410.756007
48:48.0,2953,105.976191,29.340987,410.294242
49:30.0,2311,106.000356,29.347009,359.097884
55:48.0,2311,106.000349,29.346999,359.098113
02:06.0,2311,106.000343,29.34699,359.098342
08:24.0,2311,106.000337,29.346981,359.09857
14:42.0,2311,106.00033,29.346971,359.098799
21:00.0,2311,106.000324,29.346962,359.099027
27:18.0,2311,106.000318,29.346953,359.099256
33:36.0,2311,106.000311,29.346944,359.099485
39:54.0,2311,106.000305,29.346934,359.099713
46:12.0,2311,106.000299,29.346925,359.099942
52:30.0,2311,106.000292,29.346916,359.100171
58:48.0,2311,106.000286,29.346906,359.100399
05:06.0,2311,106.00028,29.346897,359.100628
11:24.0,2311,106.000273,29.346888,359.100857
17:42.0,2311,106.000267,29.346878,359.101085
43:06.0,9251,106.004381,29.353036,351.733963
49:18.0,9251,106.004363,29.353011,351.73418
55:30.0,9251,106.004346,29.352987,351.734396
01:42.0,9251,106.004329,29.352962,351.734613
07:54.0,9251,106.004311,29.352938,351.73483
14:06.0,9251,106.004294,29.352913,351.735047
20:18.0,9251,106.004277,29.352888,351.735264
26:30.0,9251,106.004259,29.352864,351.73548
32:42.0,9251,106.004242,29.352839,351.735697
38:54.0,9251,106.004225,29.352815,351.735914
45:06.0,9251,106.004208,29.35279,351.736131
51:18.0,9251,106.00419,29.352765,351.736348
57:30.0,9251,106.004173,29.352741,351.736564
03:42.0,9251,106.004156,29.352716,351.736781
09:54.0,9251,106.004138,29.352692,351.736998
57:12.0,6352,106.014169,29.361616,352.917676
03:24.0,6352,106.014013,29.361422,353.163866
09:36.0,6352,106.013856,29.361227,353.410056
15:48.0,6352,106.0137,29.361033,353.656246
22:00.0,6352,106.013544,29.360839,353.902435
28:12.0,6352,106.013387,29.360645,354.148625
34:24.0,6352,106.013231,29.36045,354.394815
40:36.0,6352,106.013075,29.360256,354.641005
46:48.0,6352,106.012919,29.360062,354.887194
53:00.0,6352,106.012762,29.359868,355.133384
59:12.0,6352,106.012606,29.359674,355.379574
05:24.0,6352,106.01245,29.359479,355.625764
11:36.0,6352,106.012293,29.359285,355.871953
17:48.0,6352,106.012137,29.359091,356.118143
24:00.0,6352,106.011981,29.358897,356.364333
59:24.0,5061,105.977955,29.357397,437.095191
05:36.0,5061,105.977945,29.357398,437.100043
11:48.0,5061,105.977935,29.357399,437.104895
18:00.0,5061,105.977924,29.3574,437.109747
24:12.0,5061,105.977914,29.357401,437.114599
30:24.0,5061,105.977904,29.357402,437.119452
36:36.0,5061,105.977894,29.357403,437.124304
42:48.0,5061,105.977883,29.357404,437.129156
49:00.0,5061,105.977873,29.357405,437.134008
55:12.0,5061,105.977863,29.357405,437.13886
01:24.0,5061,105.977853,29.357406,437.143712
07:36.0,5061,105.977842,29.357407,437.148564
13:48.0,5061,105.977832,29.357408,437.153416
20:00.0,5061,105.977822,29.357409,437.158268
26:12.0,5061,105.977812,29.35741,437.163121
57:30.0,9360,105.998625,29.366335,341.189379
03:42.0,9360,105.998664,29.366287,341.18795
09:54.0,9360,105.998703,29.36624,341.186521
16:06.0,9360,105.998743,29.366192,341.185092
22:18.0,9360,105.998782,29.366145,341.183663
28:30.0,9360,105.998821,29.366098,341.182234
34:42.0,9360,105.99886,29.36605,341.180805
40:54.0,9360,105.998899,29.366003,341.179376
47:06.0,9360,105.998938,29.365955,341.177947
53:18.0,9360,105.998978,29.365908,341.176518
59:30.0,9360,105.999017,29.36586,341.175089
05:42.0,9360,105.999056,29.365813,341.17366
11:54.0,9360,105.999095,29.365765,341.172231
18:06.0,9360,105.999134,29.365718,341.170802
24:18.0,9360,105.999173,29.36567,341.169373
00:18.0,8996,105.988431,29.350713,378.157065
06:36.0,8996,105.988442,29.350699,379.485344
12:54.0,8996,105.988454,29.350686,380.813623
19:12.0,8996,105.988466,29.350673,382.141902
25:30.0,8996,105.988477,29.350659,383.470182
31:48.0,8996,105.988489,29.350646,384.798461
38:06.0,8996,105.9885,29.350633,386.12674
44:24.0,8996,105.988512,29.350619,387.455019
50:42.0,8996,105.988524,29.350606,388.783298
57:00.0,8996,105.988535,29.350593,390.111577
03:18.0,8996,105.988547,29.350579,391.439856
09:36.0,8996,105.988558,29.350566,392.768135
15:54.0,8996,105.98857,29.350553,394.096414
22:12.0,8996,105.988581,29.350539,395.424693
28:30.0,8996,105.988593,29.350526,396.752972
52:54.0,742,105.979069,29.355341,437.546305
59:06.0,742,105.979086,29.355341,437.54563
05:18.0,742,105.979102,29.355342,437.544956
11:30.0,742,105.979118,29.355343,437.544282
17:42.0,742,105.979135,29.355343,437.543608
23:54.0,742,105.979151,29.355344,437.542934
30:06.0,742,105.979168,29.355345,437.542259
36:18.0,742,105.979184,29.355345,437.541585
42:30.0,742,105.9792,29.355346,437.540911
48:42.0,742,105.979217,29.355346,437.540237
54:54.0,742,105.979233,29.355347,437.539562
01:06.0,742,105.97925,29.355348,437.538888
07:18.0,742,105.979266,29.355348,437.538214
13:30.0,742,105.979282,29.355349,437.53754
19:42.0,742,105.979299,29.35535,437.536865
54:06.0,1790,105.980078,29.360485,424.260972
00:24.0,1790,105.980085,29.360484,424.260709
06:42.0,1790,105.980091,29.360483,424.260447
13:00.0,1790,105.980098,29.360482,424.260184
19:18.0,1790,105.980104,29.360481,424.259921
25:36.0,1790,105.980111,29.36048,424.259658
31:54.0,1790,105.980117,29.360479,424.259396
38:12.0,1790,105.980124,29.360478,424.259133
44:30.0,1790,105.98013,29.360477,424.25887
50:48.0,1790,105.980137,29.360476,424.258607
57:06.0,1790,105.980143,29.360475,424.258345
03:24.0,1790,105.980149,29.360474,424.258082
09:42.0,1790,105.980156,29.360473,424.257819
16:00.0,1790,105.980162,29.360472,424.257556
22:18.0,1790,105.980169,29.360471,424.257294
05:36.0,88,105.987927,29.35706,364.544532
11:48.0,88,105.987929,29.35706,364.544475
18:00.0,88,105.987931,29.35706,364.544418
24:12.0,88,105.987933,29.35706,364.54436
30:24.0,88,105.987935,29.35706,364.544303
36:36.0,88,105.987937,29.35706,364.544246
42:48.0,88,105.987939,29.35706,364.544189
49:00.0,88,105.987941,29.35706,364.544131
55:12.0,88,105.987943,29.35706,364.544074
01:24.0,88,105.987945,29.35706,364.544017
07:36.0,88,105.987947,29.35706,364.543959
13:48.0,88,105.987949,29.35706,364.543902
20:00.0,88,105.987951,29.35706,364.543845
26:12.0,88,105.987954,29.35706,364.543788
32:24.0,88,105.987956,29.35706,364.54373
55:48.0,3259,105.987412,29.369462,377.525585
02:00.0,3259,105.987211,29.369597,377.534541
08:12.0,3259,105.987009,29.369733,377.543497
14:24.0,3259,105.986808,29.369868,377.552453
20:36.0,3259,105.986606,29.370004,377.561409
26:48.0,3259,105.986405,29.370139,377.570365
33:00.0,3259,105.986203,29.370274,377.579321
39:12.0,3259,105.986002,29.37041,377.588278
45:24.0,3259,105.9858,29.370545,377.597234
51:36.0,3259,105.985598,29.37068,377.60619
57:48.0,3259,105.985397,29.370816,377.615146
04:00.0,3259,105.985195,29.370951,377.624102
10:12.0,3259,105.984994,29.371086,377.633058
16:24.0,3259,105.984792,29.371222,377.642014
22:36.0,3259,105.984591,29.371357,377.65097
00:18.0,807,106.001999,29.355912,374.718297
06:36.0,807,106.001947,29.355871,374.627076
12:54.0,807,106.001894,29.35583,374.535855
19:12.0,807,106.001842,29.355789,374.444635
25:30.0,807,106.001789,29.355748,374.353414
31:48.0,807,106.001737,29.355708,374.262193
38:06.0,807,106.001685,29.355667,374.170973
44:24.0,807,106.001632,29.355626,374.079752
50:42.0,807,106.00158,29.355585,373.988531
57:00.0,807,106.001527,29.355544,373.897311
03:18.0,807,106.001475,29.355503,373.80609
09:36.0,807,106.001422,29.355462,373.714869
15:54.0,807,106.00137,29.355422,373.623649
22:12.0,807,106.001318,29.355381,373.532428
28:30.0,807,106.001265,29.35534,373.441208
20:48.0,6055,105.990775,29.368921,360.790255
26:54.0,6055,105.990784,29.368913,360.831126
33:00.0,6055,105.990793,29.368905,360.871997
39:06.0,6055,105.990802,29.368898,360.912868
45:12.0,6055,105.990811,29.36889,360.953739
51:18.0,6055,105.99082,29.368882,360.99461
57:24.0,6055,105.990829,29.368875,361.03548
03:30.0,6055,105.990838,29.368867,361.076351
09:36.0,6055,105.990847,29.368859,361.117222
15:42.0,6055,105.990856,29.368852,361.158093
21:48.0,6055,105.990865,29.368844,361.198964
27:54.0,6055,105.990874,29.368836,361.239835
34:00.0,6055,105.990883,29.368829,361.280706
40:06.0,6055,105.990892,29.368821,361.321577
46:12.0,6055,105.990901,29.368813,361.362448
29:00.0,7139,105.998865,29.369616,353.929716
35:18.0,7139,105.99887,29.369612,353.934483
41:36.0,7139,105.998874,29.369609,353.939251
47:54.0,7139,105.998879,29.369605,353.944018
54:12.0,7139,105.998883,29.369601,353.948786
00:30.0,7139,105.998888,29.369597,353.953553
06:48.0,7139,105.998892,29.369593,353.958321
13:06.0,7139,105.998897,29.369589,353.963088
19:24.0,7139,105.998901,29.369585,353.967855
25:42.0,7139,105.998906,29.369581,353.972623
32:00.0,7139,105.99891,29.369577,353.97739
38:18.0,7139,105.998914,29.369573,353.982158
44:36.0,7139,105.998919,29.36957,353.986925
50:54.0,7139,105.998923,29.369566,353.991693
57:12.0,7139,105.998928,29.369562,353.99646
00:18.0,1245,106.002981,29.355306,390.974062
06:36.0,1245,106.002938,29.3553,391.128362
12:54.0,1245,106.002894,29.355294,391.282662
19:12.0,1245,106.00285,29.355288,391.436961
25:30.0,1245,106.002806,29.355282,391.591261
31:48.0,1245,106.002762,29.355275,391.745561
38:06.0,1245,106.002718,29.355269,391.899861
44:24.0,1245,106.002674,29.355263,392.054161
50:42.0,1245,106.002631,29.355257,392.20846
57:00.0,1245,106.002587,29.355251,392.36276
03:18.0,1245,106.002543,29.355245,392.51706
09:36.0,1245,106.002499,29.355239,392.67136
15:54.0,1245,106.002455,29.355233,392.82566
22:12.0,1245,106.002411,29.355226,392.979959
28:30.0,1245,106.002367,29.35522,393.134259
59:42.0,2398,105.998639,29.366582,338.315395
12:12.0,2398,105.998959,29.366423,336.075185
24:42.0,2398,105.999279,29.366264,333.834974
37:12.0,2398,105.999599,29.366105,331.594764
49:42.0,2398,105.99992,29.365945,329.354553
02:12.0,2398,106.00024,29.365786,327.114343
14:42.0,2398,106.00056,29.365627,324.874133
27:12.0,2398,106.00088,29.365468,322.633922
39:42.0,2398,106.0012,29.365308,320.393712
52:12.0,2398,106.001521,29.365149,318.153502
04:42.0,2398,106.001841,29.36499,315.913291
17:12.0,2398,106.002161,29.364831,313.673081
29:42.0,2398,106.002481,29.364671,311.43287
42:12.0,2398,106.002801,29.364512,309.19266
54:42.0,2398,106.003122,29.364353,306.95245
20:42.0,9716,105.988776,29.369138,372.971981
26:54.0,9716,105.987982,29.369254,377.133541
33:06.0,9716,105.987188,29.369371,381.295101
39:18.0,9716,105.986394,29.369488,385.456661
45:30.0,9716,105.9856,29.369604,389.61822
51:42.0,9716,105.984806,29.369721,393.77978
57:54.0,9716,105.984012,29.369838,397.94134
04:06.0,9716,105.983218,29.369954,402.1029
10:18.0,9716,105.982424,29.370071,406.26446
16:30.0,9716,105.98163,29.370188,410.42602
22:42.0,9716,105.980836,29.370304,414.58758
28:54.0,9716,105.980042,29.370421,418.749139
35:06.0,9716,105.979248,29.370538,422.910699
41:18.0,9716,105.978454,29.370654,427.072259
47:30.0,9716,105.97766,29.370771,431.233819
35:30.0,8649,105.995511,29.392304,433.932656
41:42.0,8649,105.996344,29.392706,431.424555
47:54.0,8649,105.997176,29.393108,428.916455
54:06.0,8649,105.998009,29.39351,426.408355
00:18.0,8649,105.998841,29.393912,423.900254
06:30.0,8649,105.999674,29.394313,421.392154
12:42.0,8649,106.000506,29.394715,418.884053
18:54.0,8649,106.001339,29.395117,416.375953
25:06.0,8649,106.002172,29.395519,413.867853
31:18.0,8649,106.003004,29.395921,411.359752
37:30.0,8649,106.003837,29.396323,408.851652
43:42.0,8649,106.004669,29.396724,406.343552
49:54.0,8649,106.005502,29.397126,403.835451
56:06.0,8649,106.006334,29.397528,401.327351
02:18.0,8649,106.007167,29.39793,398.81925
31:30.0,7613,106.012185,29.37205,367.978709
37:42.0,7613,106.012239,29.3721,368.11491
43:54.0,7613,106.012294,29.37215,368.25111
50:06.0,7613,106.012349,29.3722,368.387311
56:18.0,7613,106.012404,29.37225,368.523511
02:30.0,7613,106.012458,29.3723,368.659712
08:42.0,7613,106.012513,29.37235,368.795912
14:54.0,7613,106.012568,29.3724,368.932112
21:06.0,7613,106.012623,29.37245,369.068313
27:18.0,7613,106.012677,29.372501,369.204513
33:30.0,7613,106.012732,29.372551,369.340714
39:42.0,7613,106.012787,29.372601,369.476914
45:54.0,7613,106.012842,29.372651,369.613115
52:06.0,7613,106.012896,29.372701,369.749315
58:18.0,7613,106.012951,29.372751,369.885516
26:06.0,1977,105.996826,29.360516,352.695535
32:18.0,1977,105.996822,29.360518,352.695617
38:30.0,1977,105.996817,29.36052,352.695699
44:42.0,1977,105.996813,29.360522,352.69578
50:54.0,1977,105.996808,29.360524,352.695862
57:06.0,1977,105.996804,29.360526,352.695943
03:18.0,1977,105.996799,29.360527,352.696025
09:30.0,1977,105.996794,29.360529,352.696107
15:42.0,1977,105.99679,29.360531,352.696188
21:54.0,1977,105.996785,29.360533,352.69627
28:06.0,1977,105.996781,29.360535,352.696351
34:18.0,1977,105.996776,29.360537,352.696433
40:30.0,1977,105.996772,29.360539,352.696515
46:42.0,1977,105.996767,29.36054,352.696596
52:54.0,1977,105.996762,29.360542,352.696678
18:00.0,9816,106.004064,29.357088,418.544287
24:12.0,9816,106.004055,29.357091,418.544326
30:24.0,9816,106.004045,29.357093,418.544366
36:36.0,9816,106.004036,29.357095,418.544405
42:48.0,9816,106.004027,29.357097,418.544445
49:00.0,9816,106.004017,29.357099,418.544484
