ts,id,x,y,z,devlon,devlat,devheight,tardistance,tarazim,tarpitch,tarheadangle,radialspeed,tarspeed,rcs,tartype,tarcatecred,threlevel,radtaskway,historydotnum,tacquality,tarrange,reserve,reporttime,devid
58:12.5,3169,105.99768730531994,29.354707226332767,412.46268016751856,106.006782,29.356452,351.8,906.1416,25765,383,25765,880,880,977,8,0,100,2,113,0,45788,0,13:04.7,1
58:12.6,347,105.9801255463231,29.34267129569635,453.94602293893695,106.006782,29.356452,351.8,3007.581316179169,23946,193,23946,-185,1443,1,0,0,400,0,4,0,5588,0,13:04.7,1
58:13.0,3169,105.99768730531994,29.354707226332767,412.46268016751856,106.006782,29.356452,351.8,906.1416,25765,383,25765,880,880,977,8,0,100,2,113,0,45788,0,13:04.7,1
58:13.4,3169,105.99768730531994,29.354707226332767,412.46268016751856,106.006782,29.356452,351.8,906.1416,25765,383,25765,880,880,977,8,0,100,2,113,0,45788,0,13:04.7,1
58:13.5,670,105.9796985314868,29.3503655683449,457.5179093927145,106.006782,29.356452,351.8,2717.3350931596756,25561,221,25561,-115,219,117,0,0,300,0,3,0,23921,0,13:04.7,1
58:13.9,3169,105.99768730531994,29.354707226332767,412.46268016751856,106.006782,29.356452,351.8,906.1416,25765,383,25765,880,880,977,8,0,100,2,113,0,45788,0,13:04.7,1
58:14.3,3169,105.99768730531994,29.354707226332767,412.46268016751856,106.006782,29.356452,351.8,906.1416,25765,383,25765,880,880,977,8,0,100,2,113,0,45788,0,13:04.7,1
58:14.8,3169,105.99768730531994,29.354707226332767,412.46268016751856,106.006782,29.356452,351.8,906.1416,25765,383,25765,880,880,977,8,0,100,2,113,0,45788,0,13:04.7,1
58:15.2,3169,105.9979681014198,29.354856775104487,413.6231641480699,106.006782,29.356452,351.8,876.1706,25832,404,25832,903,903,3260,8,0,100,2,114,0,163688,0,13:04.7,1
58:15.7,3169,105.9979681014198,29.354856775104487,413.6231641480699,106.006782,29.356452,351.8,876.1706,25832,404,25832,903,903,3260,8,0,100,2,114,0,163688,0,13:04.7,1
58:16.1,3169,105.9979681014198,29.354856775104487,413.6231641480699,106.006782,29.356452,351.8,876.1706,25832,404,25832,903,903,3260,8,0,100,2,114,0,163688,0,13:04.7,1
58:16.6,3169,105.99806087914097,29.354737155782686,413.6852669324726,106.006782,29.356452,351.8,870.1764000000001,25735,407,25735,903,903,2452,8,0,100,2,115,0,53299,0,13:04.7,1
58:17.0,3169,105.99806087914097,29.354737155782686,413.6852669324726,106.006782,29.356452,351.8,870.1764000000001,25735,407,25735,903,903,2452,8,0,100,2,115,0,53299,0,13:04.7,1
58:17.5,3169,105.99806087914097,29.354737155782686,413.6852669324726,106.006782,29.356452,351.8,870.1764000000001,25735,407,25735,903,903,2452,8,0,100,2,115,0,53299,0,13:04.7,1
58:17.9,3169,105.99816007676188,29.354844773107732,412.8478143680841,106.006782,29.356452,351.8,858.188,25798,407,25798,903,903,1930,8,0,100,2,116,0,56587,0,13:04.7,1
58:18.4,3169,105.99816007676188,29.354844773107732,412.8478143680841,106.006782,29.356452,351.8,858.188,25798,407,25798,903,903,1930,8,0,100,2,116,0,56587,0,13:04.7,1
58:18.6,464,105.98915041485515,29.346181502146273,432.3035369440913,106.006782,29.356452,351.8,2057.777073555557,23638,223,23638,324,1131,0,0,0,300,0,4,0,801,0,13:04.7,1
58:18.8,3169,105.99816007676188,29.354844773107732,412.8478143680841,106.006782,29.356452,351.8,858.188,25798,407,25798,903,903,1930,8,0,100,2,116,0,56587,0,13:04.7,1
58:18.9,347,105.9801255463231,29.34267129569635,453.94602293893695,106.006782,29.356452,351.8,3007.581316179169,23946,193,23946,-185,1443,1,0,0,400,0,4,0,5588,0,13:04.7,1
58:19.3,3169,105.99816007676188,29.354844773107732,412.8478143680841,106.006782,29.356452,351.8,858.188,25798,407,25798,903,903,1930,8,0,100,2,116,0,56587,0,13:04.7,1
58:19.7,670,105.97962641118457,29.35034935253274,457.5209901360795,106.006782,29.356452,351.8,2724.560671000179,25561,221,25561,-115,219,117,0,0,300,0,3,0,23921,0,13:04.7,1
58:19.7,3169,105.99835511782904,29.354827760759154,413.9859914723784,106.006782,29.356452,351.8,840.2054,25759,424,25759,903,903,1611,8,0,100,2,117,0,62184,0,13:04.7,1
58:20.2,3169,105.99835511782904,29.354827760759154,413.9859914723784,106.006782,29.356452,351.8,840.2054,25759,424,25759,903,903,1611,8,0,100,2,117,0,62184,0,13:04.7,1
58:20.6,3169,105.99835511782904,29.354827760759154,413.9859914723784,106.006782,29.356452,351.8,840.2054,25759,424,25759,903,903,1611,8,0,100,2,117,0,62184,0,13:04.7,1
58:21.1,3169,105.99835511782904,29.354827760759154,413.9859914723784,106.006782,29.356452,351.8,840.2054,25759,424,25759,903,903,1611,8,0,100,2,117,0,62184,0,13:04.7,1
58:21.6,3169,105.99844023549946,29.355020242210337,419.28023748192936,106.006782,29.356452,351.8,828.217,25891,466,25891,903,903,3681,8,0,100,2,118,0,183062,0,13:04.7,1
58:22.0,3169,105.99844023549946,29.355020242210337,419.28023748192936,106.006782,29.356452,351.8,828.217,25891,466,25891,903,903,3681,8,0,100,2,118,0,183062,0,13:04.7,1
58:22.5,3169,105.99862327041943,29.354783899623424,417.5022293757647,106.006782,29.356452,351.8,816.2286,25686,461,25686,880,880,2678,8,0,100,2,119,0,53881,0,13:04.7,1
58:22.9,3169,105.99862327041943,29.354783899623424,417.5022293757647,106.006782,29.356452,351.8,816.2286,25686,461,25686,880,880,2678,8,0,100,2,119,0,53881,0,13:04.7,1
58:23.4,3169,105.99862327041943,29.354783899623424,417.5022293757647,106.006782,29.356452,351.8,816.2286,25686,461,25686,880,880,2678,8,0,100,2,119,0,53881,0,13:04.7,1
58:23.8,3169,105.99868975977971,29.355026449724853,417.38168933056295,106.006782,29.356452,351.8,804.2402000000001,25863,467,25863,880,880,2027,8,0,100,2,120,0,58081,0,13:04.7,1
58:24.3,3169,105.99868975977971,29.355026449724853,417.38168933056295,106.006782,29.356452,351.8,804.2402000000001,25863,467,25863,880,880,2027,8,0,100,2,120,0,58081,0,13:04.7,1
58:24.7,3169,105.99868975977971,29.355026449724853,417.38168933056295,106.006782,29.356452,351.8,804.2402000000001,25863,467,25863,880,880,2027,8,0,100,2,120,0,58081,0,13:04.7,1
58:24.8,464,105.98915041485515,29.346181502146273,432.3035369440913,106.006782,29.356452,351.8,2057.777073555557,23638,223,23638,324,1131,0,0,0,300,0,4,0,801,0,13:04.7,1
58:25.2,3169,105.99868975977971,29.355026449724853,417.38168933056295,106.006782,29.356452,351.8,804.2402000000001,25863,467,25863,880,880,2027,8,0,100,2,120,0,58081,0,13:04.7,1
58:25.6,3169,105.99868975977971,29.355026449724853,417.38168933056295,106.006782,29.356452,351.8,804.2402000000001,25863,467,25863,880,880,2027,8,0,100,2,120,0,58081,0,13:04.7,1
58:25.9,670,105.97962641118457,29.35034935253274,457.5209901360795,106.006782,29.356452,351.8,2724.560671000179,25561,221,25561,-115,219,117,0,0,300,0,3,0,23921,0,13:04.7,1
58:26.1,3169,105.99868975977971,29.355026449724853,417.38168933056295,106.006782,29.356452,351.8,804.2402000000001,25863,467,25863,880,880,2027,8,0,100,2,120,0,58081,0,13:04.7,1
58:26.5,3169,105.99868975977971,29.355026449724853,417.38168933056295,106.006782,29.356452,351.8,804.2402000000001,25863,467,25863,880,880,2027,8,0,100,2,120,0,58081,0,13:04.7,1
58:27.0,3169,105.99868975977971,29.355026449724853,417.38168933056295,106.006782,29.356452,351.8,804.2402000000001,25863,467,25863,880,880,2027,8,0,100,2,120,0,58081,0,13:04.7,1
58:27.4,3169,105.99868975977971,29.355026449724853,417.38168933056295,106.006782,29.356452,351.8,804.2402000000001,25863,467,25863,880,880,2027,8,0,100,2,120,0,58081,0,13:04.7,1
58:27.9,3169,105.99912300604954,29.355030706827183,407.2419658014551,106.006782,29.356452,351.8,762.2808,25804,416,25804,1459,1459,1359,8,0,100,2,121,0,2865,0,13:04.7,1
58:28.4,3169,105.99912300604954,29.355030706827183,407.2419658014551,106.006782,29.356452,351.8,762.2808,25804,416,25804,1459,1459,1359,8,0,100,2,121,0,2865,0,13:04.7,1
58:28.8,3169,105.99912300604954,29.355030706827183,407.2419658014551,106.006782,29.356452,351.8,762.2808,25804,416,25804,1459,1459,1359,8,0,100,2,121,0,2865,0,13:04.7,1
58:29.3,3169,105.99914355385549,29.35497836311608,416.4139687921852,106.006782,29.356452,351.8,762.2808,25758,485,25758,880,880,1031,8,0,100,2,122,0,46513,0,13:04.7,1
58:29.7,3169,105.99914355385549,29.35497836311608,416.4139687921852,106.006782,29.356452,351.8,762.2808,25758,485,25758,880,880,1031,8,0,100,2,122,0,46513,0,13:04.7,1
58:30.2,3169,105.99914355385549,29.35497836311608,416.4139687921852,106.006782,29.356452,351.8,762.2808,25758,485,25758,880,880,1031,8,0,100,2,122,0,46513,0,13:04.7,1
58:30.6,3169,105.99914355385549,29.35497836311608,416.4139687921852,106.006782,29.356452,351.8,762.2808,25758,485,25758,880,880,1031,8,0,100,2,122,0,46513,0,13:04.7,1
58:31.0,1152,106.00267753918725,29.353891440376316,516.500765205361,106.006782,29.356452,351.8,516.2948751929149,23454,1860,23454,-602,780,0,0,0,200,0,3,0,1271,0,13:04.7,1
58:31.1,3169,105.99931451813201,29.35505164964803,415.2466028109193,106.006782,29.356452,351.8,744.2982000000001,25791,488,25791,880,880,843,8,0,100,2,123,0,54861,0,13:04.7,1
58:31.5,3169,105.99931451813201,29.35505164964803,415.2466028109193,106.006782,29.356452,351.8,744.2982000000001,25791,488,25791,880,880,843,8,0,100,2,123,0,54861,0,13:04.7,1
58:32.0,3169,105.99937875294074,29.35504836255094,415.3065850781277,106.006782,29.356452,351.8,738.304,25779,493,25779,903,903,689,8,0,100,2,124,0,50435,0,13:04.7,1
58:32.4,3169,105.99937875294074,29.35504836255094,415.3065850781277,106.006782,29.356452,351.8,738.304,25779,493,25779,903,903,689,8,0,100,2,124,0,50435,0,13:04.7,1
58:32.9,3169,105.99937875294074,29.35504836255094,415.3065850781277,106.006782,29.356452,351.8,738.304,25779,493,25779,903,903,689,8,0,100,2,124,0,50435,0,13:04.7,1
58:33.4,3169,105.99937875294074,29.35504836255094,415.3065850781277,106.006782,29.356452,351.8,738.304,25779,493,25779,903,903,689,8,0,100,2,124,0,50435,0,13:04.7,1
58:33.8,3169,105.99937875294074,29.35504836255094,415.3065850781277,106.006782,29.356452,351.8,738.304,25779,493,25779,903,903,689,8,0,100,2,124,0,50435,0,13:04.7,1
58:34.3,3169,105.9995566448324,29.355098084796875,415.2704638624564,106.006782,29.356452,351.8,720.3214,25792,505,25792,903,903,2063,8,0,100,2,125,0,189870,0,13:04.7,1
58:34.7,3169,105.9995566448324,29.355098084796875,415.2704638624564,106.006782,29.356452,351.8,720.3214,25792,505,25792,903,903,2063,8,0,100,2,125,0,189870,0,13:04.7,1
58:35.2,3169,105.9995566448324,29.355098084796875,415.2704638624564,106.006782,29.356452,351.8,720.3214,25792,505,25792,903,903,2063,8,0,100,2,125,0,189870,0,13:04.7,1
58:35.6,3169,105.9995566448324,29.355098084796875,415.2704638624564,106.006782,29.356452,351.8,720.3214,25792,505,25792,903,903,2063,8,0,100,2,125,0,189870,0,13:04.7,1
58:36.1,3169,105.99974265244211,29.355125195564753,417.82916826289147,106.006782,29.356452,351.8,702.3388,25785,539,25785,764,764,1389,8,0,100,2,126,0,13544,0,13:04.7,1
58:36.5,3169,105.99974265244211,29.355125195564753,417.82916826289147,106.006782,29.356452,351.8,702.3388,25785,539,25785,764,764,1389,8,0,100,2,126,0,13544,0,13:04.7,1
58:37.0,3169,105.99974265244211,29.355125195564753,417.82916826289147,106.006782,29.356452,351.8,702.3388,25785,539,25785,764,764,1389,8,0,100,2,126,0,13544,0,13:04.7,1
58:37.0,1265,105.98190252712632,29.340064317570796,456.59989892691374,106.006782,29.356452,351.8,3024.717800002018,23306,197,23306,-301,557,4,0,0,400,0,3,0,6054,0,13:04.7,1
58:37.3,1152,106.00226607077055,29.35363473255097,516.5047206915915,106.006782,29.356452,351.8,563.005794670393,23454,1700,23454,-602,780,0,0,0,200,0,3,0,1271,0,13:04.7,1
58:37.4,3169,105.9998623565621,29.35514928199183,416.60387547221035,106.006782,29.356452,351.8,690.3504,25787,538,25787,903,903,1047,8,0,100,2,127,0,55742,0,13:04.7,1
58:37.9,3169,105.9998623565621,29.35514928199183,416.60387547221035,106.006782,29.356452,351.8,690.3504,25787,538,25787,903,903,1047,8,0,100,2,127,0,55742,0,13:04.7,1
58:38.3,3169,105.9999236643158,29.35516498032137,418.3162675527856,106.006782,29.356452,351.8,684.3562000000001,25791,557,25791,903,903,749,8,0,100,2,128,0,36184,0,13:04.7,1
58:38.8,3169,105.9999236643158,29.35516498032137,418.3162675527856,106.006782,29.356452,351.8,684.3562000000001,25791,557,25791,903,903,749,8,0,100,2,128,0,36184,0,13:04.7,1
58:39.3,3169,105.9999236643158,29.35516498032137,418.3162675527856,106.006782,29.356452,351.8,684.3562000000001,25791,557,25791,903,903,749,8,0,100,2,128,0,36184,0,13:04.7,1
58:39.7,3169,105.9999236643158,29.35516498032137,418.3162675527856,106.006782,29.356452,351.8,684.3562000000001,25791,557,25791,903,903,749,8,0,100,2,128,0,36184,0,13:04.7,1
58:40.1,3169,105.9999236643158,29.35516498032137,418.3162675527856,106.006782,29.356452,351.8,684.3562000000001,25791,557,25791,903,903,749,8,0,100,2,128,0,36184,0,13:04.7,1
58:40.6,3169,106.0001186403762,29.355145807287144,418.0241046929732,106.006782,29.356452,351.8,666.3736,25738,570,25738,880,880,2105,8,0,100,2,129,0,222006,0,13:04.7,1
58:41.1,3169,106.0001186403762,29.355145807287144,418.0241046929732,106.006782,29.356452,351.8,666.3736,25738,570,25738,880,880,2105,8,0,100,2,129,0,222006,0,13:04.7,1
58:41.5,3169,106.0001186403762,29.355145807287144,418.0241046929732,106.006782,29.356452,351.8,666.3736,25738,570,25738,880,880,2105,8,0,100,2,129,0,222006,0,13:04.7,1
58:42.0,3169,106.0001186403762,29.355145807287144,418.0241046929732,106.006782,29.356452,351.8,666.3736,25738,570,25738,880,880,2105,8,0,100,2,129,0,222006,0,13:04.7,1
58:42.4,3169,106.00027620527827,29.35526969505021,415.8244082815945,106.006782,29.356452,351.8,648.3910000000001,25828,566,25828,880,880,1574,8,0,100,2,130,0,74966,0,13:04.7,1
58:42.9,3169,106.00027620527827,29.35526969505021,415.8244082815945,106.006782,29.356452,351.8,648.3910000000001,25828,566,25828,880,880,1574,8,0,100,2,130,0,74966,0,13:04.7,1
58:43.2,1265,105.98171498369453,29.33994074824163,456.6107518794015,106.006782,29.356452,351.8,3047.4951393955366,23306,195,23306,-301,557,4,0,0,400,0,3,0,6054,0,13:04.7,1
58:43.3,3169,106.00037779313061,29.35513003145697,418.3679981250316,106.006782,29.356452,351.8,642.3968,25674,594,25674,880,880,1226,8,0,100,2,131,0,78182,0,13:04.7,1
58:43.5,1152,106.00193928168547,29.35343085282597,516.508131204173,106.006782,29.356452,351.8,600.3704352332995,23454,1592,23454,-602,780,0,0,0,200,0,3,0,1271,0,13:04.7,1
58:43.5,1263,105.97631185616152,29.339591351721143,445.8215801445767,106.006782,29.356452,351.8,3501.222572775314,23773,152,23773,-3242,2300,13,0,0,400,0,3,0,1540,0,13:04.7,1
58:43.8,3169,106.00037779313061,29.35513003145697,418.3679981250316,106.006782,29.356452,351.8,642.3968,25674,594,25674,880,880,1226,8,0,100,2,131,0,78182,0,13:04.7,1
58:44.3,3169,106.00037779313061,29.35513003145697,418.3679981250316,106.006782,29.356452,351.8,642.3968,25674,594,25674,880,880,1226,8,0,100,2,131,0,78182,0,13:04.7,1
58:44.5,1372,106.00041431050178,29.355267414508702,421.7367678228766,106.006782,29.356452,351.8,636.006084506682,25801,631,25801,880,871,28,0,0,100,0,3,0,5852,0,13:04.7,1
58:44.7,3169,106.00037779313061,29.35513003145697,418.3679981250316,106.006782,29.356452,351.8,642.3968,25674,594,25674,880,880,1226,8,0,100,2,131,0,78182,0,13:04.7,1
58:45.2,3169,106.00037779313061,29.35513003145697,418.3679981250316,106.006782,29.356452,351.8,642.3968,25674,594,25674,880,880,1226,8,0,100,2,131,0,78182,0,13:04.7,1
58:45.6,3169,106.00037779313061,29.35513003145697,418.3679981250316,106.006782,29.356452,351.8,642.3968,25674,594,25674,880,880,1226,8,0,100,2,131,0,78182,0,13:04.7,1
58:46.1,3169,106.00037779313061,29.35513003145697,418.3679981250316,106.006782,29.356452,351.8,642.3968,25674,594,25674,880,880,1226,8,0,100,2,131,0,78182,0,13:04.7,1
58:46.5,3169,106.00037779313061,29.35513003145697,418.3679981250316,106.006782,29.356452,351.8,642.3968,25674,594,25674,880,880,1226,8,0,100,2,131,0,78182,0,13:04.7,1
58:47.0,3169,106.00037779313061,29.35513003145697,418.3679981250316,106.006782,29.356452,351.8,642.3968,25674,594,25674,880,880,1226,8,0,100,2,131,0,78182,0,13:04.7,1
58:47.4,3169,106.00056653584068,29.35536971037406,412.9901034515351,106.006782,29.356452,351.8,618.4200000000001,25875,567,25875,903,903,1956,8,0,100,2,132,0,216795,0,13:04.7,1
58:47.9,3169,106.00056653584068,29.35536971037406,412.9901034515351,106.006782,29.356452,351.8,618.4200000000001,25875,567,25875,903,903,1956,8,0,100,2,132,0,216795,0,13:04.7,1
58:48.3,3169,106.00056653584068,29.35536971037406,412.9901034515351,106.006782,29.356452,351.8,618.4200000000001,25875,567,25875,903,903,1956,8,0,100,2,132,0,216795,0,13:04.7,1
58:48.8,3169,106.00079125635357,29.355241775417138,415.74101284798235,106.006782,29.356452,351.8,600.4374,25701,611,25701,880,880,1412,8,0,100,2,133,0,69073,0,13:04.7,1
58:49.2,3169,106.00079125635357,29.355241775417138,415.74101284798235,106.006782,29.356452,351.8,600.4374,25701,611,25701,880,880,1412,8,0,100,2,133,0,69073,0,13:04.7,1
58:49.4,1265,105.98156132290696,29.339839503217572,456.61970485094935,106.006782,29.356452,351.8,3066.1575867901274,23306,194,23306,-301,557,4,0,0,400,0,3,0,6054,0,13:04.7,1
58:49.7,1152,106.00193928168547,29.35343085282597,516.508131204173,106.006782,29.356452,351.8,600.3704352332995,23454,1592,23454,-602,780,0,0,0,200,0,3,0,1271,0,13:04.7,1
58:49.7,1263,105.9741997051315,29.33842212814203,445.9594341814518,106.006782,29.356452,351.8,3743.799646095809,23773,142,23773,-3242,2300,13,0,0,400,0,3,0,1540,0,13:04.7,1
58:49.7,3169,106.00079125635357,29.355241775417138,415.74101284798235,106.006782,29.356452,351.8,600.4374,25701,611,25701,880,880,1412,8,0,100,2,133,0,69073,0,13:04.7,1
58:50.1,3169,106.00079125635357,29.355241775417138,415.74101284798235,106.006782,29.356452,351.8,600.4374,25701,611,25701,880,880,1412,8,0,100,2,133,0,69073,0,13:04.7,1
58:50.6,3169,106.00079125635357,29.355241775417138,415.74101284798235,106.006782,29.356452,351.8,600.4374,25701,611,25701,880,880,1412,8,0,100,2,133,0,69073,0,13:04.7,1
58:51.0,3169,106.00079125635357,29.355241775417138,415.74101284798235,106.006782,29.356452,351.8,600.4374,25701,611,25701,880,880,1412,8,0,100,2,133,0,69073,0,13:04.7,1
58:51.5,3169,106.00079125635357,29.355241775417138,415.74101284798235,106.006782,29.356452,351.8,600.4374,25701,611,25701,880,880,1412,8,0,100,2,133,0,69073,0,13:04.7,1
58:51.5,1497,105.9788423015184,29.354496062340626,436.54033295996487,106.006782,29.356452,351.8,2723.182200000075,26543,177,26543,162,1428,347,0,0,300,0,3,0,18344,0,13:04.7,1
58:52.0,3169,106.00079125635357,29.355241775417138,415.74101284798235,106.006782,29.356452,351.8,600.4374,25701,611,25701,880,880,1412,8,0,100,2,133,0,69073,0,13:04.7,1
58:52.4,3169,106.00079125635357,29.355241775417138,415.74101284798235,106.006782,29.356452,351.8,600.4374,25701,611,25701,880,880,1412,8,0,100,2,133,0,69073,0,13:04.7,1
58:52.9,3169,106.0011155861006,29.35546580493476,414.18936999700963,106.006782,29.356452,351.8,564.4722,25876,634,25876,903,903,2000,8,0,100,2,134,0,250803,0,13:04.7,1
58:53.3,3169,106.0011155861006,29.35546580493476,414.18936999700963,106.006782,29.356452,351.8,564.4722,25876,634,25876,903,903,2000,8,0,100,2,134,0,250803,0,13:04.7,1
58:53.8,3169,106.0011155861006,29.35546580493476,414.18936999700963,106.006782,29.356452,351.8,564.4722,25876,634,25876,903,903,2000,8,0,100,2,134,0,250803,0,13:04.7,1
58:54.2,3169,106.0011155861006,29.35546580493476,414.18936999700963,106.006782,29.356452,351.8,564.4722,25876,634,25876,903,903,2000,8,0,100,2,134,0,250803,0,13:04.7,1
58:54.7,3169,106.0011155861006,29.35546580493476,414.18936999700963,106.006782,29.356452,351.8,564.4722,25876,634,25876,903,903,2000,8,0,100,2,134,0,250803,0,13:04.7,1
58:55.1,3169,106.0011155861006,29.35546580493476,414.18936999700963,106.006782,29.356452,351.8,564.4722,25876,634,25876,903,903,2000,8,0,100,2,134,0,250803,0,13:04.7,1
58:55.6,3169,106.0011155861006,29.35546580493476,414.18936999700963,106.006782,29.356452,351.8,564.4722,25876,634,25876,903,903,2000,8,0,100,2,134,0,250803,0,13:04.7,1
58:55.6,1265,105.98156132290696,29.339839503217572,456.61970485094935,106.006782,29.356452,351.8,3066.1575867901274,23306,194,23306,-301,557,4,0,0,400,0,3,0,6054,0,13:04.7,1
58:55.9,1152,106.00193928168547,29.35343085282597,516.508131204173,106.006782,29.356452,351.8,600.3704352332995,23454,1592,23454,-602,780,0,0,0,200,0,3,0,1271,0,13:04.7,1
58:55.9,1263,105.97243990759394,29.33744791084418,446.08134812675416,106.006782,29.356452,351.8,3945.9212658983793,23773,135,23773,-3242,2300,13,0,0,400,0,3,0,1540,0,13:04.7,1
58:56.0,3169,106.0011155861006,29.35546580493476,414.18936999700963,106.006782,29.356452,351.8,564.4722,25876,634,25876,903,903,2000,8,0,100,2,134,0,250803,0,13:04.7,1
58:56.5,3169,106.00148589026095,29.355274422208968,416.2023448254913,106.006782,29.356452,351.8,534.5012,25576,691,25576,903,903,1449,8,0,100,2,135,0,90033,0,13:04.7,1
58:56.9,3169,106.00148589026095,29.355274422208968,416.2023448254913,106.006782,29.356452,351.8,534.5012,25576,691,25576,903,903,1449,8,0,100,2,135,0,90033,0,13:04.7,1
58:57.4,3169,106.00148589026095,29.355274422208968,416.2023448254913,106.006782,29.356452,351.8,534.5012,25576,691,25576,903,903,1449,8,0,100,2,135,0,90033,0,13:04.7,1
58:57.8,1497,105.97896873457447,29.35450492672188,436.5350928204134,106.006782,29.356452,351.8,2710.870784452615,26543,177,26543,162,1428,347,0,0,300,0,3,0,18344,0,13:04.7,1
58:57.8,3169,106.00148589026095,29.355274422208968,416.2023448254913,106.006782,29.356452,351.8,534.5012,25576,691,25576,903,903,1449,8,0,100,2,135,0,90033,0,13:04.7,1
58:58.3,3169,106.00148589026095,29.355274422208968,416.2023448254913,106.006782,29.356452,351.8,534.5012,25576,691,25576,903,903,1449,8,0,100,2,135,0,90033,0,13:04.7,1
58:58.8,3169,106.00148589026095,29.355274422208968,416.2023448254913,106.006782,29.356452,351.8,534.5012000000002,25576,691,25576,903,903,1449,8,0,100,2,135,0,90033,0,13:04.7,1
58:59.2,3169,106.00148589026095,29.355274422208968,416.2023448254913,106.006782,29.356452,351.8,534.5012000000002,25576,691,25576,903,903,1449,8,0,100,2,135,0,90033,0,13:04.7,1
58:59.7,3169,106.00148589026095,29.355274422208968,416.2023448254913,106.006782,29.356452,351.8,534.5012000000002,25576,691,25576,903,903,1449,8,0,100,2,135,0,90033,0,13:04.7,1
59:00.1,3169,106.00148589026095,29.355274422208968,416.2023448254913,106.006782,29.356452,351.8,534.5012000000002,25576,691,25576,903,903,1449,8,0,100,2,135,0,90033,0,13:04.7,1
59:00.6,3169,106.00148589026095,29.355274422208968,416.2023448254913,106.006782,29.356452,351.8,534.5012000000002,25576,691,25576,903,903,1449,8,0,100,2,135,0,90033,0,13:04.7,1
59:01.0,3169,106.00148589026095,29.355274422208968,416.2023448254913,106.006782,29.356452,351.8,534.5012000000002,25576,691,25576,903,903,1449,8,0,100,2,135,0,90033,0,13:04.7,1
59:01.5,3169,106.00186095480463,29.355544562201956,415.92728230077773,106.006782,29.356452,351.8,492.5418,25811,747,25811,880,880,999,8,0,100,2,136,0,53885,0,13:04.7,1
59:01.8,1265,105.98156132290696,29.339839503217572,456.61970485094935,106.006782,29.356452,351.8,3066.1575867901274,23306,194,23306,-301,557,4,0,0,400,0,3,0,6054,0,13:04.7,1
59:01.9,3169,106.00186095480463,29.355544562201956,415.92728230077773,106.006782,29.356452,351.8,492.5418,25811,747,25811,880,880,999,8,0,100,2,136,0,53885,0,13:04.7,1
59:02.1,1263,105.97243990759394,29.33744791084418,446.08134812675416,106.006782,29.356452,351.8,3945.9212658983793,23773,135,23773,-3242,2300,13,0,0,400,0,3,0,1540,0,13:04.7,1
59:02.4,3169,106.00186095480463,29.355544562201956,415.92728230077773,106.006782,29.356452,351.8,492.5418,25811,747,25811,880,880,999,8,0,100,2,136,0,53885,0,13:04.7,1
59:02.8,3169,106.00186095480463,29.355544562201956,415.92728230077773,106.006782,29.356452,351.8,492.5418,25811,747,25811,880,880,999,8,0,100,2,136,0,53885,0,13:04.7,1
59:03.2,1592,105.97981878982299,29.349928025427065,414.2184810275212,106.006782,29.356452,351.8,2717.1880000000056,25456,130,25456,115,620,32,0,0,300,0,3,0,18359,0,13:04.7,1
59:03.3,3169,106.00204792352335,29.35557205589902,417.7432260233909,106.006782,29.356452,351.8,474.55920000000003,25802,798,25802,880,880,806,8,0,100,2,137,0,127737,0,13:04.7,1
59:03.7,3169,106.00204792352335,29.35557205589902,417.7432260233909,106.006782,29.356452,351.8,474.55920000000003,25802,798,25802,880,880,806,8,0,100,2,137,0,127737,0,13:04.7,1
59:04.0,1497,105.97907170099896,29.354512145738298,436.5308428397402,106.006782,29.356452,351.8,2700.8444729524103,26543,178,26543,162,1428,347,0,0,300,0,3,0,18344,0,13:04.7,1
59:04.0,1391,105.98030461160198,29.353755220667825,413.60989470314234,106.006782,29.356452,351.8,2589.2714609368495,26337,135,26337,-115,386,25,0,0,300,0,3,0,21672,0,13:04.7,1
59:04.2,3169,106.00204792352335,29.35557205589902,417.7432260233909,106.006782,29.356452,351.8,474.55920000000003,25802,798,25802,880,880,806,8,0,100,2,137,0,127737,0,13:04.7,1
59:04.6,3169,106.00204792352335,29.35557205589902,417.7432260233909,106.006782,29.356452,351.8,474.55920000000003,25802,798,25802,880,880,806,8,0,100,2,137,0,127737,0,13:04.7,1
59:05.1,3169,106.00220465025595,29.355710437458175,416.01529420539737,106.006782,29.356452,351.8,456.57660000000004,25952,808,25952,880,880,1326,8,0,100,2,138,0,331178,0,13:04.7,1
59:05.5,3169,106.00220465025595,29.355710437458175,416.01529420539737,106.006782,29.356452,351.8,456.57660000000004,25952,808,25952,880,880,1326,8,0,100,2,138,0,331178,0,13:04.7,1
59:06.0,3169,106.00220465025595,29.355710437458175,416.01529420539737,106.006782,29.356452,351.8,456.57660000000004,25952,808,25952,880,880,1326,8,0,100,2,138,0,331178,0,13:04.7,1
59:06.4,3169,106.00232047759673,29.355527827420126,421.2314097350463,106.006782,29.356452,351.8,450.5824,25669,886,25669,880,880,962,8,0,100,2,139,0,104142,0,13:04.7,1
59:06.9,3169,106.00232047759673,29.355527827420126,421.2314097350463,106.006782,29.356452,351.8,450.5824,25669,886,25669,880,880,962,8,0,100,2,139,0,104142,0,13:04.7,1
59:07.4,3169,106.00232047759673,29.355527827420126,421.2314097350463,106.006782,29.356452,351.8,450.5824,25669,886,25669,880,880,962,8,0,100,2,139,0,104142,0,13:04.7,1
