ts,id,x,y,z,devlon,devlat,devheight,tardistance,tarazim,tarpitch,tarheadangle,radialspeed,tarspeed,rcs,tartype,tarcatecred,threlevel,radtaskway,historydotnum,tacquality,tarrange,reserve,reporttime,devid
15:12.1,71,106.01425573815243,29.358999878108882,354.6146863969043,106.006782,29.356452,351.8,778.7734484998364,6873,20,6873,-426,131,3,0,0,200,0,9,0,4031,0,13:02.1,1
15:12.3,4500,106.01302569127057,29.358188183209126,394.7653788756579,106.006782,29.356452,351.8,637.5701151980467,7238,386,7238,-291,485,3,0,0,200,0,5,0,3605,0,13:02.1,1
15:12.9,6466,106.01193149860642,29.356936236884955,346.3118669986725,106.006782,29.356452,351.8,502.95907827442056,8387,-62,8387,89,96,7,0,0,200,0,8,1,4302,0,13:02.1,1
15:12.9,1427,106.01684642811911,29.357230614034922,367.67224581353366,106.006782,29.356452,351.8,981.2666781176831,8495,92,8495,-1436,1089,4,0,0,200,0,4,0,2207,0,13:02.1,1
15:13.1,9586,106.04464918463133,29.3603439252351,450.8512827139348,106.006782,29.356452,351.8,3703.713848734556,8329,151,8329,67,74,1642,0,0,400,0,51,0,3692,0,13:02.1,1
15:13.2,5344,106.01334462279829,29.35640709261102,397.90324716549367,106.006782,29.356452,351.8,638.9709952576388,9044,413,9044,-112,319,237,0,0,200,0,4,0,11666,0,13:02.1,1
15:13.2,2575,105.98779015769468,29.356252397964386,364.56299233902246,106.006782,29.356452,351.8,1844.4418906686924,26931,38,26931,46,49,7,0,0,200,0,4,0,2323,0,13:02.1,1
15:13.7,2493,105.99654370343686,29.356965282234658,372.129872886464,106.006782,29.356452,351.8,996.0545999999638,27327,116,27327,787,921,3,8,0,100,0,16,0,2524,0,13:02.1,1
15:15.1,7476,106.00074341000061,29.34108288879535,413.3889967845753,106.006782,29.356452,351.8,1802.8013549477942,19899,194,19899,-277,1015,17,8,0,300,0,18,0,740,0,13:02.1,1
15:15.3,4789,105.99912208081099,29.36007088644147,353.95518665667623,106.006782,29.356452,351.8,845.1042969185906,29833,14,29833,-659,1172,5,0,0,200,0,7,0,6713,0,13:02.1,1
15:15.3,87,106.00191330239933,29.35867966558039,342.8883880916983,106.006782,29.356452,351.8,533.4602056978688,29757,-95,29757,-431,691,2,0,0,200,0,6,0,9128,0,13:02.1,1
15:15.3,3415,105.98614865087934,29.364381696077498,386.4278445793316,106.006782,29.356452,351.8,2188.198047593741,29369,89,29369,-227,1905,123,0,0,300,0,4,0,19905,0,13:02.1,1
15:15.6,2278,106.01200473631656,29.363759465253985,383.9463506489992,106.006782,29.356452,351.8,956.2261377024583,3204,192,3204,-224,1213,5,0,0,200,0,4,0,3584,0,13:02.1,1
15:15.6,7226,105.9984680204798,29.343616293201556,770.0174021366984,106.006782,29.356452,351.8,1688.5997999998528,20957,1433,20957,2084,1973,1,8,0,200,0,6,0,1465,0,13:02.1,1
15:16.4,2633,106.01504983794516,29.36444899110127,351.3865652,106.006782,29.356452,351.8,1195.9719345667577,4216,-2,4216,246,1030,1039,1,0,200,0,8,1,36767,0,13:02.1,1
15:16.4,1941,105.98984975419188,29.370501806638515,357.2434534030035,106.006782,29.356452,351.8,2264.6669973527487,31345,12,31345,-386,495,131,0,0,300,0,5,0,12130,0,13:02.1,1
15:16.4,2641,105.99779189793651,29.346790343631973,360.8124631969258,106.006782,29.356452,351.8,1381.7696911160317,21918,36,21918,-46,95,11,0,0,200,0,4,0,1514,0,13:02.1,1
15:17.2,1442,105.98126945679098,29.38605404568209,481.95098279137164,106.006782,29.356452,351.8,4113.454588725324,32295,179,32295,227,91,1,0,0,400,0,20,0,2182,0,13:02.1,1
15:17.8,7517,105.99245739686414,29.34932220236658,366.3989597912878,106.006782,29.356452,351.8,1599.9813302686755,24040,51,24040,-46,527,4,0,0,200,0,4,0,1313,0,13:02.1,1
15:18.0,437,106.0126268901139,29.359253797445792,341.72854788415134,106.006782,29.356452,351.8,647.0715565351568,6131,-89,6131,89,67,21,0,0,200,0,19,0,1829,0,13:02.1,1
15:18.3,71,106.01385835243966,29.358676481419995,370.672116083093,106.006782,29.356452,351.8,730.3099663002909,7025,147,7025,-449,122,4,0,0,200,0,10,0,6663,0,13:02.1,1
15:18.3,4500,106.01323421987468,29.358246162690623,394.767532274127,106.006782,29.356452,351.8,658.7684892572076,7238,373,7238,-291,485,3,0,0,200,0,5,0,3605,0,13:02.1,1
15:19.1,1427,106.01684642811911,29.357230614034922,367.67224581353366,106.006782,29.356452,351.8,981.2666781176831,8495,92,8495,-1436,1089,4,0,0,200,0,4,0,2207,0,13:02.1,1
15:19.4,9586,106.04464918463133,29.3603439252351,450.8512827139348,106.006782,29.356452,351.8,3703.713848734556,8329,151,8329,67,74,1642,0,0,400,0,51,0,3692,0,13:02.1,1
15:19.4,6466,106.011969113472,29.356847625723297,345.60652084928006,106.006782,29.356452,351.8,505.6527822280527,8502,-70,8502,67,93,11,0,0,200,0,9,0,24183,0,13:02.1,1
15:19.4,725,105.99633043710959,29.356222659648743,389.05428984668106,106.006782,29.356452,351.8,1015.9369437208921,26856,209,26856,-393,778,0,0,0,200,0,4,0,897,0,13:02.1,1
15:19.7,2493,105.99706525849935,29.356846273052494,371.93500757589936,106.006782,29.356452,351.8,944.799985877399,27265,121,27265,949,862,3,8,0,100,0,17,1,2541,0,13:02.1,1
17:27.1,7219,105.99968399494618,29.35035139123668,349.7848265450448,106.006782,29.356452,351.8,965.6237197426447,22554,-12,22554,46,614,1,0,0,200,0,6,0,1504,0,13:02.2,1
17:27.4,5788,105.99106998425827,29.34447701569058,408.3365541193634,106.006782,29.356452,351.8,2023.227484965394,22898,159,22898,926,879,0,0,0,200,0,17,1,3426,0,13:02.2,1
17:27.7,1442,105.98149772861981,29.38657566102555,462.8865307867527,106.006782,29.356452,351.8,4146.000084144271,32368,151,32368,-90,81,2,0,0,400,0,33,0,413,0,13:02.2,1
17:27.7,4393,105.99385470092336,29.373662833857917,424.1435848576948,106.006782,29.356452,351.8,2284.8557383534558,32665,180,32665,-227,2096,0,0,0,300,0,5,0,4569,0,13:02.2,1
17:27.7,3808,105.99567759138198,29.34904889109616,378.607626975514,106.006782,29.356452,351.8,1355.3653192190322,23273,112,23273,-416,1142,3,0,0,200,0,4,0,3224,0,13:02.2,1
17:27.7,2986,106.00413053958783,29.354885215456946,388.29235021118075,106.006782,29.356452,351.8,312.71580000013057,23600,670,23600,-138,580,0,0,0,200,0,6,0,2201,0,13:02.2,1
17:28.0,1682,105.98566711238456,29.385141126132257,448.4078926015645,106.006782,29.356452,351.8,3784.9530076483147,32719,144,32719,-227,224,5,0,0,400,0,4,0,6035,0,13:02.2,1
17:28.2,1833,105.98102643002082,29.344421294344045,470.78020720835775,106.006782,29.356452,351.8,2837.04733006873,24194,239,24194,370,960,0,0,0,300,0,5,0,1391,0,13:02.2,1
17:28.8,2541,106.00414593606946,29.363408086523723,371.01747874729335,106.006782,29.356452,351.8,812.6740240683615,34163,135,34163,204,332,259,0,0,200,0,5,0,2743,0,13:02.2,1
17:29.0,5354,105.98026796861461,29.350715456443435,405.9696264732629,106.006782,29.356452,351.8,2652.7213053127925,25613,115,25613,138,315,93,0,0,300,0,4,0,12692,0,13:02.2,1
15:23.7,8794,105.99693496847408,29.36783563367471,344.73522867355496,106.006782,29.356452,351.8,1583.2196794126362,32284,-26,32284,1272,2074,40,0,0,100,0,4,0,11556,0,13:02.1,1
15:24.0,6522,105.99790271655642,29.367778285196575,351.8803964005783,106.006782,29.356452,351.8,1523.043254924487,32552,0,32552,954,1451,389,0,0,100,0,4,0,1459,0,13:02.1,1
15:24.0,7517,105.99245739686414,29.34932220236658,366.3989597912878,106.006782,29.356452,351.8,1599.9813302686755,24040,51,24040,-46,527,4,0,0,200,0,4,0,1313,0,13:02.1,1
15:24.2,437,106.01265029526019,29.359198578069893,349.30137806851417,106.006782,29.356452,351.8,646.0864406034273,6188,-22,6188,67,35,26,0,0,200,0,20,0,20580,0,13:02.1,1
15:24.5,71,106.01418483461208,29.35877910106735,370.67605934198946,106.006782,29.356452,351.8,763.9816568283088,7025,141,7025,-449,122,4,0,0,200,0,10,0,6663,0,13:02.1,1
15:24.5,4500,106.01266981756902,29.359093351448823,359.1037773359567,106.006782,29.356452,351.8,642.396799999772,6288,64,6288,67,962,14,0,0,200,0,6,0,20580,0,13:02.1,1
15:25.3,1427,106.01684642811911,29.357230614034922,367.67224581353366,106.006782,29.356452,351.8,981.2666781176831,8495,92,8495,-1436,1089,4,0,0,200,0,4,0,2207,0,13:02.1,1
15:25.6,9586,106.04464918463133,29.3603439252351,450.8512827139348,106.006782,29.356452,351.8,3703.713848734556,8329,151,8329,67,74,1642,0,0,400,0,51,0,3692,0,13:02.1,1
15:25.6,6466,106.01196173057286,29.35677986415768,351.6532236551866,106.006782,29.356452,351.8,504.30415992682504,8586,-1,8586,67,97,11,0,0,200,0,10,0,19295,0,13:02.1,1
15:25.6,725,105.99614918951164,29.355656968098778,386.2645627167076,106.006782,29.356452,351.8,1036.865629989556,26512,190,26512,-254,849,0,0,0,200,0,5,0,1613,0,13:02.1,1
15:25.8,2493,105.997667017487,29.356817615341242,369.5916045391932,106.006782,29.356452,351.8,886.2440610373243,27262,114,27262,1111,864,2,8,0,100,0,18,0,2571,0,13:02.1,1
15:26.9,4596,106.00980085077256,29.36497059419119,409.5342657538131,106.006782,29.356452,351.8,990.4125247629227,1724,333,1724,181,170,422,0,0,200,0,4,0,115807,0,13:02.1,1
15:27.5,7476,106.00068534223834,29.340935073799546,413.39393367711455,106.006782,29.356452,351.8,1820.1199504799,19899,193,19899,-277,1015,17,8,0,300,0,18,0,740,0,13:02.1,1
15:27.7,4789,105.99912208081099,29.36007088644147,353.95518665667623,106.006782,29.356452,351.8,845.1042969185906,29833,14,29833,-659,1172,5,0,0,200,0,7,0,6713,0,13:02.1,1
15:28.0,2278,106.01200473631656,29.363759465253985,383.9463506489992,106.006782,29.356452,351.8,956.2261377024583,3204,192,3204,-224,1213,5,0,0,200,0,4,0,3584,0,13:02.1,1
15:28.0,7226,105.9999733060434,29.34594053778306,769.9480894934386,106.006782,29.356452,351.8,1403.4933591086597,20957,1732,20957,2084,1973,1,8,0,100,0,6,0,1465,0,13:02.1,1
15:28.5,2644,106.01322487321237,29.364489018424567,380.34413630422205,106.006782,29.356452,351.8,1088.9959689531074,3507,149,3507,-426,1668,8,0,0,200,0,4,0,3893,0,13:02.1,1
15:28.8,1941,105.98984975419188,29.370501806638515,357.2434534030035,106.006782,29.356452,351.8,2264.6669973527487,31345,12,31345,-386,495,131,0,0,300,0,5,0,12130,0,13:02.1,1
15:28.8,2527,105.99100633975807,29.368056825359744,369.2081565791741,106.006782,29.356452,351.8,2000.412445037128,31002,48,31002,-1727,2429,213,0,0,300,0,4,0,24747,0,13:02.1,1
15:28.8,2641,105.99777316316694,29.34677020683761,360.8130890838802,106.006782,29.356452,351.8,1384.649360437859,21918,36,21918,-46,95,11,0,0,200,0,4,0,1514,0,13:02.1,1
15:29.1,8014,105.982202739771,29.33678032844143,377.33268278837204,106.006782,29.356452,351.8,3233.210695865634,22759,43,22759,-301,997,0,0,0,400,0,4,0,1387,0,13:02.1,1
15:29.4,4281,106.01567758835398,29.36374777981768,355.60373070370406,106.006782,29.356452,351.8,1183.3009716143638,4688,17,4688,-763,806,359,0,0,200,0,5,0,24402,0,13:02.1,1
15:29.4,4519,105.99514365585675,29.367685562790378,410.1960809463635,106.006782,29.356452,351.8,1682.605600000074,31777,198,31777,-1272,2200,10435,0,0,300,0,5,0,134432,0,13:02.1,1
15:29.6,1442,105.98129899513563,29.386411196484417,461.8026785682887,106.006782,29.356452,351.8,4142.798441761713,32331,150,32331,-90,35,1,0,0,400,0,22,0,390,0,13:02.1,1
15:29.6,2682,105.99904075168402,29.350778853898333,343.3023123610765,106.006782,29.356452,351.8,980.1383699755463,23008,-50,23008,69,296,0,0,0,200,0,4,0,1090,0,13:02.1,1
15:29.6,2726,105.99137810875328,29.345428946336412,375.1450387677178,106.006782,29.356452,351.8,1931.666471323823,23076,68,23076,-555,1602,0,0,0,300,0,4,0,658,0,13:02.1,1
15:29.9,8794,105.9975454727297,29.36712995723526,344.7115651369095,106.006782,29.356452,351.8,1485.074308835685,32284,-28,32284,1272,2074,40,0,0,100,0,4,0,11556,0,13:02.1,1
15:30.2,4500,106.01262357880704,29.359072609686915,359.10327119007707,106.006782,29.356452,351.8,637.3526471281297,6288,65,6288,67,962,14,0,0,200,0,6,0,20580,0,13:02.1,1
15:30.2,7517,105.99245739686414,29.34932220236658,366.3989597912878,106.006782,29.356452,351.8,1599.9813302686755,24040,51,24040,-46,527,4,0,0,200,0,4,0,1313,0,13:02.1,1
15:30.2,1953,106.00428231926682,29.355234624551752,433.5484766094014,106.006782,29.356452,351.8,289.51086583384085,24093,1640,24093,-138,795,0,0,0,200,0,4,0,1629,0,13:02.1,1
15:30.4,437,106.01260282629771,29.35917636248047,349.3008506838232,106.006782,29.356452,351.8,640.8604315059459,6188,-22,6188,67,35,26,0,0,200,0,20,0,20580,0,13:02.1,1
15:30.7,71,106.01445492028908,29.358863993447237,370.6794558344409,106.006782,29.356452,351.8,791.8375403500829,7025,136,7025,-449,122,4,0,0,200,0,10,0,6663,0,13:02.1,1
15:30.7,6522,105.99994262918729,29.368217799670823,361.69113921467215,106.006782,29.356452,351.8,1463.6021999998425,33301,38,33301,204,3160,311,0,0,200,0,5,0,8162,0,13:02.1,1
15:30.7,4579,105.99588215671847,29.353603751248617,376.8556050537154,106.006782,29.356452,351.8,1104.847420816381,25339,129,25339,231,83,2,0,0,200,0,4,0,488,0,13:02.1,1
15:31.5,725,105.99603981221334,29.35502069123438,385.03964328207076,106.006782,29.356452,351.8,1055.6830835633727,26135,179,26135,-625,914,0,0,0,200,0,6,0,822,0,13:02.1,1
15:31.8,9586,106.04464918463133,29.3603439252351,450.8512827139348,106.006782,29.356452,351.8,3703.713848734556,8329,151,8329,67,74,1642,0,0,400,0,51,0,3692,0,13:02.1,1
15:31.8,6466,106.01195870981412,29.356736627092353,350.31870081461966,106.006782,29.356452,351.8,503.6908854321801,8640,-17,8640,89,92,7,0,0,200,0,11,1,4143,0,13:02.1,1
15:32.1,2493,105.99825618621334,29.356821391358654,364.9208805784583,106.006782,29.356452,351.8,829.040530426451,27283,90,27283,1111,862,1,8,0,100,0,19,0,743,0,13:02.1,1
15:33.2,4596,106.00976627229431,29.36487302910395,409.5325137153268,106.006782,29.356452,351.8,979.1077538452043,1724,337,1724,181,170,422,0,0,200,0,4,0,115807,0,13:02.1,1
15:33.7,7476,106.00068534223834,29.340935073799546,413.39393367711455,106.006782,29.356452,351.8,1820.1199504799,19899,193,19899,-277,1015,17,8,0,300,0,18,0,740,0,13:02.1,1
15:34.0,4789,105.99912208081099,29.36007088644147,353.95518665667623,106.006782,29.356452,351.8,845.1042969185906,29833,14,29833,-659,1172,5,0,0,200,0,7,0,6713,0,13:02.1,1
15:34.0,1237,105.99696348878645,29.3605480008303,352.4894897630438,106.006782,29.356452,351.8,1056.0255288875069,29546,3,29546,90,104,440,0,0,200,0,4,0,32825,0,13:02.1,1
15:34.2,7226,105.9999733060434,29.34594053778306,769.9480894934386,106.006782,29.356452,351.8,1403.4933591086597,20957,1732,20957,2084,1973,1,8,0,100,0,6,0,1465,0,13:02.1,1
15:34.5,2644,106.0134079796406,29.364717407321315,380.3495052540675,106.006782,29.356452,351.8,1119.9218998863485,3507,145,3507,-426,1668,8,0,0,200,0,4,0,3893,0,13:02.1,1
15:35.0,1941,105.98984975419188,29.370501806638515,357.2434534030035,106.006782,29.356452,351.8,2264.6669973527487,31345,12,31345,-386,495,131,0,0,300,0,5,0,12130,0,13:02.1,1
15:35.1,2527,105.98958050511153,29.368112095185932,373.4137549838051,106.006782,29.356452,351.8,2112.099288276769,30773,57,30773,-1863,2391,146,0,0,300,0,5,0,3807,0,13:02.1,1
15:35.1,3389,105.9899096899703,29.36831070793689,369.2783818533644,106.006782,29.356452,351.8,2100.5782327836814,30874,46,30874,-1863,1925,52,0,0,300,0,4,0,3807,0,13:02.1,1
15:35.6,4281,106.01579641777091,29.364251272128335,356.77236369811,106.006782,29.356452,351.8,1230.309696018763,4535,22,4535,-426,824,613,0,0,200,0,6,0,31402,0,13:02.1,1
15:35.6,4519,105.99447159360413,29.36803810516822,343.38507616333663,106.006782,29.356452,351.8,1754.5360000000674,31705,-28,31705,-1318,1700,7018,1,0,200,0,6,0,14761,0,13:02.1,1
15:35.6,2682,105.9990823388753,29.350809333814894,343.3015043931082,106.006782,29.356452,351.8,974.8730277551599,23008,-50,23008,69,296,0,0,0,200,0,4,0,1090,0,13:02.1,1
15:35.6,8014,105.98167702653446,29.337075788488818,392.28319363389164,106.006782,29.356452,351.8,3249.498925230554,22862,69,22862,-138,983,0,0,0,400,0,5,0,3307,0,13:02.1,1
15:35.9,1442,105.9813193159004,29.386452253543045,477.0461855838075,106.006782,29.356452,351.8,4145.707758795266,32337,171,32337,-227,43,1,0,0,400,0,23,0,2583,0,13:02.1,1
15:35.9,1953,106.00419175181847,29.355190515656894,433.54892287310213,106.006782,29.356452,351.8,299.1777050666013,24093,1585,24093,-138,795,0,0,0,200,0,4,0,1629,0,13:02.1,1
15:36.1,8794,105.99803899200084,29.366559493488438,344.6935423333198,106.006782,29.356452,351.8,1405.7347032634607,32284,-29,32284,1272,2074,40,0,0,100,0,4,0,11556,0,13:02.1,1
15:36.1,5758,105.9858241155783,29.384823742589347,423.17814085725695,106.006782,29.356452,351.8,3746.5698399856938,32710,107,32710,-227,367,5,0,0,400,0,4,0,6751,0,13:02.1,1
15:36.1,2726,105.99103277010843,29.34518177356275,375.1583165852353,106.006782,29.356452,351.8,1974.9710204847504,23076,66,23076,-555,1602,0,0,0,300,0,4,0,658,0,13:02.1,1
15:36.4,4500,106.01258676188995,29.35905609435419,359.10287102963775,106.006782,29.356452,351.8,633.3363187032911,6288,65,6288,67,962,14,0,0,200,0,6,0,20580,0,13:02.1,1
15:36.7,437,106.01263824448193,29.359166328740393,346.4661426283419,106.006782,29.356452,351.8,643.3922416689712,6211,-47,6211,67,19,25,0,0,200,0,21,0,17190,0,13:02.1,1
15:36.9,71,106.01445492028908,29.358863993447237,370.6794558344409,106.006782,29.356452,351.8,791.8375403500829,7025,136,7025,-449,122,4,0,0,200,0,10,0,6663,0,13:02.1,1
15:37.0,6522,106.00001981616936,29.36808503172919,361.6873587798327,106.006782,29.356452,351.8,1447.087056747208,33301,38,33301,204,3160,311,0,0,200,0,5,0,8162,0,13:02.1,1
15:37.0,4579,105.99604938798541,29.35364745854798,376.8526939339936,106.006782,29.356452,351.8,1087.9045108614089,25339,131,25339,231,83,2,0,0,200,0,4,0,488,0,13:02.1,1
15:37.5,725,105.99589130265511,29.354471544812153,369.3302112929523,106.006782,29.356452,351.8,1080.2728731643554,25827,92,25827,-46,945,0,0,0,200,0,7,0,630,0,13:02.1,1
15:38.1,9586,106.04464918463133,29.3603439252351,450.8512827139348,106.006782,29.356452,351.8,3703.713848734556,8329,151,8329,67,74,1642,0,0,400,0,51,0,3692,0,13:02.1,1
15:38.1,6466,106.01188969400856,29.356732833780548,350.3181744897738,106.006782,29.356452,351.8,496.9757657130311,8640,-17,8640,89,92,7,0,0,200,0,11,1,4143,0,13:02.1,1
15:38.3,2493,105.99883213205959,29.356805284794124,363.4379284977913,106.006782,29.356452,351.8,773.0760204133343,27290,85,27290,741,867,2,8,0,100,0,20,1,3594,0,13:02.1,1
15:39.4,4596,106.00976627229431,29.36487302910395,409.5325137153268,106.006782,29.356452,351.8,979.1077538452043,1724,337,1724,181,170,422,0,0,200,0,4,0,115807,0,13:02.1,1
15:39.9,7476,106.00068534223834,29.340935073799546,413.39393367711455,106.006782,29.356452,351.8,1820.1199504799,19899,193,19899,-277,1015,17,8,0,300,0,18,0,740,0,13:02.1,1
15:40.2,4789,105.99912208081099,29.36007088644147,353.95518665667623,106.006782,29.356452,351.8,845.1042969185906,29833,14,29833,-659,1172,5,0,0,200,0,7,0,6713,0,13:02.1,1
15:40.2,1237,105.99701520181786,29.36051714541813,348.4521693158895,106.006782,29.356452,351.8,1050.0265009397094,29541,-18,29541,68,98,507,0,0,200,0,5,0,32567,0,13:02.1,1
15:40.5,7226,105.9999733060434,29.34594053778306,769.9480894934386,106.006782,29.356452,351.8,1403.4933591086597,20957,1732,20957,2084,1973,1,8,0,100,0,6,0,1465,0,13:02.1,1
15:40.7,2644,106.01356514541587,29.364913439386743,380.3542335405946,106.006782,29.356452,351.8,1146.4668918887128,3507,142,3507,-426,1668,8,0,0,200,0,4,0,3893,0,13:02.1,1
15:40.7,2081,105.99223740314066,29.364024120746006,356.5777274267748,106.006782,29.356452,351.8,1642.9422954869256,30072,15,30072,-90,196,1811,1,0,200,0,4,0,31922,0,13:02.1,1
15:41.0,2527,105.9884453718036,29.36888137721399,373.461471860297,106.006782,29.356452,351.8,2251.4469374644864,30773,54,30773,-1863,2391,146,0,0,300,0,5,0,3807,0,13:02.1,1
15:41.5,4281,106.01526105939321,29.364693449171025,350.72397557552904,106.006782,29.356452,351.8,1229.8284000000976,4202,-5,4202,202,1203,535,0,0,200,0,7,0,18149,0,13:02.1,1
15:41.8,4519,105.99326488155451,29.368330386006452,366.9563231682405,106.006782,29.356452,351.8,1859.2193999999265,31509,45,31509,-1386,2003,5105,1,0,200,0,7,0,14294,0,13:02.1,1
15:41.8,2682,105.99911642266576,29.350834314345896,343.3008454507217,106.006782,29.356452,351.8,970.5576929095147,23008,-50,23008,69,296,0,0,0,200,0,4,0,1090,0,13:02.1,1
15:41.8,8014,105.98159577930828,29.33701306159477,392.2885676920414,106.006782,29.356452,351.8,3260.0157125479336,22862,69,22862,-138,983,0,0,0,400,0,5,0,3307,0,13:02.1,1
15:42.1,1442,105.98121357431724,29.386576791674877,477.05741291865706,106.006782,29.356452,351.8,4162.903674087379,32337,170,32337,-227,43,1,0,0,400,0,23,0,2583,0,13:02.1,1
15:42.1,1953,106.00411112868979,29.355151249841494,433.5493334978819,106.006782,29.356452,351.8,307.80448356327764,24093,1540,24093,-138,795,0,0,0,200,0,4,0,1629,0,13:02.1,1
15:42.3,8794,105.99803899200084,29.366559493488438,344.6935423333198,106.006782,29.356452,351.8,1405.7347032634607,32284,-29,32284,1272,2074,40,0,0,100,0,4,0,11556,0,13:02.1,1
15:42.3,5758,105.98572789864826,29.384953952134847,423.18828895967454,106.006782,29.356452,351.8,3763.759390797953,32710,106,32710,-227,367,5,0,0,400,0,4,0,6751,0,13:02.1,1
15:42.3,2726,105.99074569185248,29.344976298500114,375.1695785121992,106.006782,29.356452,351.8,2010.9701296698374,23076,65,23076,-555,1602,0,0,0,300,0,4,0,658,0,13:02.1,1
15:42.6,4500,106.01258676188995,29.35905609435419,359.10287102963775,106.006782,29.356452,351.8,633.3363187032911,6288,65,6288,67,962,14,0,0,200,0,6,0,20580,0,13:02.1,1
15:42.9,437,106.01259224901584,29.359145011727243,346.46563480235636,106.006782,29.356452,351.8,638.3394674650484,6211,-48,6211,67,19,25,0,0,200,0,21,0,17190,0,13:02.1,1
15:43.1,71,106.01445492028908,29.358863993447237,370.6794558344409,106.006782,29.356452,351.8,791.8375403500829,7025,136,7025,-449,122,4,0,0,200,0,10,0,6663,0,13:02.1,1
15:43.1,6522,106.00007905871851,29.367983129418583,361.6844863155857,106.006782,29.356452,351.8,1434.4113314128024,33301,38,33301,204,3160,311,0,0,200,0,5,0,8162,0,13:02.1,1
15:43.1,4579,105.99619103393658,29.353684478716314,376.8502634074539,106.006782,29.356452,351.8,1073.553877710176,25339,133,25339,231,83,2,0,0,200,0,4,0,488,0,13:02.1,1
15:43.4,725,105.99585731484717,29.354465362673416,369.3307826789096,106.006782,29.356452,351.8,1083.64338889463,25827,92,25827,-46,945,0,0,0,200,0,7,0,630,0,13:02.1,1
15:44.2,6466,106.01183261248731,29.356729696384946,350.3177445149049,106.006782,29.356452,351.8,491.4218316728678,8640,-17,8640,89,92,7,0,0,200,0,11,1,4143,0,13:02.1,1
15:44.5,2493,105.99937223329407,29.356734066434395,363.804483150132,106.006782,29.356452,351.8,720.3269460564383,27248,95,27248,787,863,1,8,0,100,0,21,0,2796,0,13:02.1,1
15:45.6,4596,106.00976627229431,29.36487302910395,409.5325137153268,106.006782,29.356452,351.8,979.1077538452043,1724,337,1724,181,170,422,0,0,200,0,4,0,115807,0,13:02.1,1
15:46.1,7476,106.00068534223834,29.340935073799546,413.39393367711455,106.006782,29.356452,351.8,1820.1199504799,19899,193,19899,-277,1015,17,8,0,300,0,18,0,740,0,13:02.1,1
15:46.4,1237,105.99710611428239,29.360499564527313,344.32430911436677,106.006782,29.356452,351.8,1041.2394888569804,29552,-41,29552,181,106,345,0,0,200,0,6,0,18361,0,13:02.1,1
15:46.6,7226,105.9999733060434,29.34594053778306,769.9480894934386,106.006782,29.356452,351.8,1403.4933591086597,20957,1732,20957,2084,1973,1,8,0,100,0,6,0,1465,0,13:02.1,1
15:46.9,2644,106.01356514541587,29.364913439386743,380.3542335405946,106.006782,29.356452,351.8,1146.4668918887128,3507,142,3507,-426,1668,8,0,0,200,0,4,0,3893,0,13:02.1,1
15:46.9,2081,105.9921750404837,29.3640565817737,356.5795465996489,106.006782,29.356452,351.8,1649.9861380792804,30072,15,30072,-90,196,1811,1,0,200,0,4,0,31922,0,13:02.1,1
15:47.2,2527,105.98750524460768,29.369518487087213,373.5032982798293,106.006782,29.356452,351.8,2366.8548685288156,30773,51,30773,-1863,2391,146,0,0,300,0,5,0,3807,0,13:02.1,1
15:47.5,4281,106.01515682048462,29.3645921427588,350.7210727808997,106.006782,29.356452,351.8,1214.7104898832254,4202,-5,4202,202,1203,535,0,0,200,0,7,0,18149,0,13:02.1,1
15:47.7,4519,105.99240542141911,29.368244293515794,403.9017323590815,106.006782,29.356452,351.8,1913.1672000002284,31312,155,31312,-1363,1550,22875,1,0,300,0,8,1,93813,0,13:02.1,1
15:48.0,2682,105.99911642266576,29.350834314345896,343.3008454507217,106.006782,29.356452,351.8,970.5576929095147,23008,-50,23008,69,296,0,0,0,200,0,4,0,1090,0,13:02.1,1
15:48.0,8014,105.98152925365521,29.3369617003919,392.29298093542457,106.006782,29.356452,351.8,3268.6269262658607,22862,69,22862,-138,983,0,0,0,400,0,5,0,3307,0,13:02.1,1
15:48.3,1442,105.98129905536744,29.386449847945137,458.2292267875746,106.006782,29.356452,351.8,4146.135559841772,32335,145,32335,-90,20,1,0,0,400,0,24,0,403,0,13:02.1,1
15:48.3,1953,106.00411112868979,29.355151249841494,433.5493334978819,106.006782,29.356452,351.8,307.80448356327764,24093,1540,24093,-138,795,0,0,0,200,0,4,0,1629,0,13:02.1,1
15:48.3,2726,105.99074569185248,29.344976298500114,375.1695785121992,106.006782,29.356452,351.8,2010.9701296698374,23076,65,23076,-555,1602,0,0,0,300,0,4,0,658,0,13:02.1,1
15:48.5,5758,105.9856490257365,29.385060689868265,423.1966424109414,106.006782,29.356452,351.8,3777.850349143501,32710,106,32710,-227,367,5,0,0,400,0,4,0,6751,0,13:02.1,1
15:49.1,437,106.01260749103683,29.359120261655256,344.36854046117514,106.006782,29.356452,351.8,638.3932612261522,6239,-66,6239,67,3,20,0,0,200,0,22,0,11195,0,13:02.1,1
15:49.3,71,106.01445492028908,29.358863993447237,370.6794558344409,106.006782,29.356452,351.8,791.8375403500829,7025,136,7025,-449,122,4,0,0,200,0,10,0,6663,0,13:02.1,1
15:49.3,6522,106.00007905871851,29.367983129418583,361.6844863155857,106.006782,29.356452,351.8,1434.4113314128024,33301,38,33301,204,3160,311,0,0,200,0,5,0,8162,0,13:02.1,1
