ts,id,tra_id,x,y,z
00:51.6,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:52.1,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:52.5,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:53.0,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:53.4,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:53.9,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:54.3,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:54.8,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:55.2,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:55.7,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:56.2,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:56.6,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:57.1,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:57.5,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:58.0,2926,61,106.00094326455368,29.355176125692655,420.98692509625107
00:49.5,104,62,106.00050658512976,29.35525518315061,427.15246446151286
00:51.5,104,63,106.00033511793258,29.355214322942174,426.2789564561099
00:53.5,104,64,106.00016687470433,29.35516672881064,426.39322153199464
00:53.6,2871,65,105.98382008561238,29.341251692455696,423.76914081256837
00:53.6,3504,66,105.98436001365451,29.342208334311497,404.33989206608385
00:55.5,104,67,106.00000443728776,29.355137251005445,426.48535779397935
00:57.5,104,68,105.99982473840784,29.355100684113918,428.26304024644196
00:59.5,104,68,105.99965337519956,29.355064599261926,428.25922020804137
00:58.4,2926,69,106.00003917606034,29.35521534721691,419.1585826231167
00:58.9,2926,69,106.00003917606034,29.35521534721691,419.1585826231167
00:59.3,2926,69,106.00003917606034,29.35521534721691,419.1585826231167
00:59.8,2926,69,106.00003917606034,29.35521534721691,419.1585826231167
00:59.8,2871,70,105.98368834850824,29.341892821134344,422.35286052525043
00:59.9,3504,71,105.98437240972268,29.342713295894306,405.7217736374587
01:00.2,2926,72,105.99992719205007,29.355152964131765,418.8723166193813
01:00.7,2926,72,105.99992719205007,29.355152964131765,418.8723166193813
01:01.1,2926,73,105.99974530440349,29.355116850352825,418.4245452005416
01:01.6,2926,73,105.99974530440349,29.355116850352825,418.4245452005416
01:02.0,2926,73,105.99974530440349,29.355116850352825,418.4245452005416
01:02.5,2926,73,105.99974530440349,29.355116850352825,418.4245452005416
01:02.9,2926,73,105.99974530440349,29.355116850352825,418.4245452005416
01:01.5,104,74,105.9994944806265,29.35502325461358,428.5410328442231
01:03.4,2926,75,105.99955191963238,29.35512821037838,417.9474884578958
01:03.9,2926,75,105.99955191963238,29.35512821037838,417.9474884578958
01:04.3,2926,75,105.99955191963238,29.35512821037838,417.9474884578958
01:04.8,2926,75,105.99955191963238,29.35512821037838,417.9474884578958
01:03.5,104,76,105.9993216480921,29.35499128513017,428.14685280807316
01:05.2,2926,77,105.99950272471425,29.35507165311956,418.4051615893841
01:05.7,2926,77,105.99950272471425,29.35507165311956,418.4051615893841
01:06.1,2926,77,105.99950272471425,29.35507165311956,418.4051615893841
01:05.5,104,78,105.99914047304074,29.354955724581565,428.8581141792238
01:06.1,2871,79,105.98396068797618,29.342465916541556,420.01201962772757
01:06.4,3504,80,105.98425727435365,29.343364422988216,403.55712603218853
01:06.6,2926,81,105.9993213230336,29.35503504149058,418.1940292501822
01:07.0,2926,81,105.9993213230336,29.35503504149058,418.1940292501822
01:07.5,2926,81,105.9993213230336,29.35503504149058,418.1940292501822
01:07.5,104,82,105.99896947304282,29.354920971983685,429.3298772405833
01:07.9,2926,83,105.99920369549565,29.355005207508466,420.1054236255586
01:08.4,2926,83,105.99920369549565,29.355005207508466,420.1054236255586
01:08.8,2926,83,105.99920369549565,29.355005207508466,420.1054236255586
01:09.3,2926,83,105.99920369549565,29.355005207508466,420.1054236255586
01:09.7,2926,83,105.99920369549565,29.355005207508466,420.1054236255586
01:09.5,104,84,105.99881132887913,29.35487966234976,430.17643928993493
